,Unnamed: 0,links,title,news,newspaper
27,5,https://www.theguardian.com/us-news/2021/jan/07/georgia-senate-runoff-black-voters-stacey-abrams,Georgia  How Black voters lifted Democrats to Senate runoff victories ,"Black voters showed up in record numbers for Georgia’s Senate runoff election on Tuesday, handing the Democratic Senate candidates Raphael Warnock and Jon Ossoff decisive victories against the Republican incumbents Kelly Loeffler and David Perdue, respectively. According to the Associated Press, more than 4.4 million votes were cast, about 88% of the number who voted in November’s contest, when turnout was 68 percent overall. Just weeks after flipping the conservative stronghold in the general election, local strategists and community organizers across the state are being credited with once again galvanizing a voting bloc critical in delivering Democrats’ victory. “Black runoff turnout was phenomenal and the [Donald] Trump base just couldn’t keep up,” the political analyst Dave Wasserman tweeted shortly after being one of the first to call the race for Warnock. Tuesday’s win makes the senior pastor of the Ebenezer Baptist church the first Black senator from Georgia and the first in a former Confederate state since Reconstruction. The milestone is considered by some analysts to be a factor in the surge in participation. Maybe it shouldn't be a surprise, given the stakes of the race and the political moment, but this was a remarkable and high turnout. I mean, yea, there was probably slightly more Trump vote dropoff--see the result--but the turnout in >80% Trump areas was still at 88% of general Black voters in the state were the deciding force in both Democratic victories, particularly in urban and rural communities with large Black populations. Typically, these groups are less likely to vote in state and local contests than their white counterparts. The runoffs garnered national attention after Black voters – along with new Georgia residents of all races – successfully flipped the state from reliably Republican to a competitive purple in November, with the Democrat Joe Biden narrowly winning over the incumbent president by more than 11,000 votes. “The margins are so small that every action, including your vote, matters and will make a difference,” Nse Ufot, CEO of the New Georgia Project, told CNN. “Black voters got that message. Black voters recognized that we need to complete the task.” According to exit polls, turnout for the Senate races was high overall, reaching more than 80% of the turnout in the November general election. That rate was slightly higher in predominantly Black districts. Roughly 93% of Black voters supported Ossoff and Warnock. Ossoff earned 92% of Black voters in Tuesday’s contest compared with 87% in November. According to NBC data, Warnock won 92% of Black voters against Loeffler. Meanwhile, although Republicans Loeffler and Perdue received 71% of the white vote, turnout was slightly down from the general election. “Democrats need to get at least 30% of the white vote to be competitive in any race,” Andra Gillespie, political science professor at Emory University in Atlanta, told the Guardian. “But Black voter turnout, when reaching record levels, will ultimately decide the race every time.” Gillespie noted that as Georgia continues to attract young, more liberal populations, residents will see many competitive election cycles to come. According to Pew Research Center, the Black voting bloc has grown to make up a third of Georgia’s electorate in the last two decades. Other analysts also credit new Black residents with making more southern states like North Carolina, and Texas and Florida more competitive. Black women did this—but this isn't just ""Black Girl Magic."" This is the result of pure organizing, labor, and love that Black women have poured into GA.Gratitude to every one of my sisters who willed the possibilities of this moment into existence. We see you and we love you. Front and center amid post-election praise are the former gubernatorial candidate Stacey Abrams and the Black Voters Matter founder LaTosha Brown, who, along with Black grassroots organizations, have led campaigns to reach hundreds of thousands of Georgia residents since November’s general election. “Across our state, we roared,” Abrams tweeted as votes were counted, calling on Georgians to “celebrate the extraordinary organizers, volunteers, canvassers & tireless groups that haven’t stopped going”. Adopting a strategy that Brown called “meeting voters where they are”, voting rights activists spent the last weeks traveling to typically low-turnout areas to knock on doors, register voters and combat an onslaught of conservative disinformation attempts. Many advocates say these get-out-the-vote efforts were effective in driving Black voters who otherwise wouldn’t have voted, or perhaps didn’t in November. According to a state vote tracker, more than 100,000 Georgians who didn’t vote in the presidential requested a mail-in ballot for the runoff. Georgia residents largely rejected Republicans Loeffler and Perdue, who backed Trump’s conspiracy theories questioning the election’s legitimacy. Just this week, leaked audio revealed that the president had urged Georgia’s secretary of state, Brad Raffensperger, to “find” votes that would overturn the election. The president and campaign surrogates have launched dozens of legal challenges, primarily in cities like Atlanta, Philadelphia and Detroit, alleging fraud. In the same vein, both Loeffler and Perdue have refused to concede so far, challenging election results and calling on officials to count every legal vote.  Meanwhile, Raffensperger has maintained that the election was secure and the results accurate. Black. Voters. Matter. Activists argue schemes to toss out votes in primarily Black, Democratic strongholds follow a history of Republican efforts to disenfranchise primarily African Americans. For Georgia activists, Black voters flipping the state and reclaiming Democratic control of the Senate reinforces African Americans’ influence in the conservative south when they show up to the polls. “Black voters matter,” Brown succinctly tweeted.",theguardian
28,6,https://www.theguardian.com/us-news/2021/jan/07/can-trump-be-removed-from-office-before-his-term-ends,Impeachment or the 25th  Can Trump be removed from office? ,"The storming of the US Capitol by supporters of Donald Trump on Wednesday has prompted calls by some lawmakers to remove him from office before Joe Biden is sworn in on 20 January. The chaotic scenes unfolded after Trump – who has been condemned for inciting violence by spreading falsehoods about the election and refusing to admit defeat – addressed thousands of protesters in Washington, using his speech to repeat lies that the election was stolen from him. The events have renewed questions as to whether Trump could be declared unfit for for office, or charged with a criminal act. There are two ways to remove a president from office: the 25th amendment of the US constitution, and impeachment followed by a Senate conviction. In either scenario, the vice-president, Mike Pence, would take over until Biden’s inauguration. Calls for such a move are already under way from multiple Democrats who urged the invocation of the 25th amendment, while Ilhan Omar, a Minnesota Democratic congresswoman, said she was drawing up articles of impeachment. Meanwhile, editorials from the New York Times and the Washington Post called for consequences in the form of Trump’s removal. But how would it work, and is it even possible? Here’s what you need to know. The 25th amendment, ratified in 1967 and adopted in the wake of John F Kennedy’s assassination in 1963, deals with presidential succession and disability. Section 4 addresses situations in which a president is unable to do the job but does not step down voluntarily. The drafters of the 25th amendment clearly intended for it to apply when a president is incapacitated by a physical or mental illness, experts say. Some scholars have also argued that it could also apply more broadly to a president who is dangerously unfit for office. For the 25th amendment to be invoked, Pence and the majority of Trump’s cabinet would need to declare that Trump is unable to perform the duties of the presidency and remove him. In that scenario, Pence would take over. Trump could subsequently declare that he is capable of resuming the job. If Pence and the majority of the Cabinet do not contest Trump’s determination, Trump regains power. If they dispute Trump’s declaration, the issue would be decided by Congress, but Pence would continue to act as president until then. A two-thirds majority of both chambers of Congress would be needed to keep Trump sidelined. But the Democratic-controlled House could simply delay voting on the substantive dispute until Trump’s term ends, said Paul Campos, a professor of constitutional law at the University of Colorado. Campos said the 25th amendment would be an appropriate way to remove Trump from office and has the benefit of being quicker than impeachment. “Pence could instantly become president, whereas impeachment and conviction could take at least a few days,” Campos said. Yes. A misconception about “impeachment” is that it refers to the removal of a president from office. In fact, impeachment refers only to the House of Representatives, the lower chamber of Congress, bringing charges that a president engaged in a “high crime or misdemeanors” – similar to an indictment in a criminal case. Trump has already been impeached once and could be impeached a second time, for a different crime. If a simple majority of the House’s 435 members approves bringing charges, known as “articles of impeachment”, the process moves to the Senate, the upper chamber, which holds a trial to determine the president’s guilt. The constitution requires a two-thirds vote of the Senate to convict and remove a president. Trump was previously impeached by the Democratic-led US House in December 2019 on charges of abuse of power and obstruction of Congress stemming from his efforts to pressure Ukraine to investigate Biden and his son. Trump was acquitted by the Republican-led Senate in February 2020. Frank Bowman, a professor of constitutional law at the University of Missouri, said Trump “arguably fomented sedition”, or an attempted overthrowing of the US government. But Bowman said Trump could also be impeached for a more general offense: disloyalty to the US constitution and failing to uphold his oath of office. Congress has discretion in defining a high crime and misdemeanor and is not limited to actual criminal offences. “The essential offense would be one against the constitution – one of essentially trying to undermine the lawful results of a lawfully conducted election,” Bowman said. Reuters contributed to this report",theguardian
29,8,https://www.theguardian.com/us-news/2021/jan/06/capitol-mob-police-trump-george-floyd-protests-photos,Maga v BLM  How police handled the Trump mob at the Capitol versus George Floyd activists ,"The contrast between the law enforcement reaction to the storming of the Capitol on Wednesday and the suppression of peaceful protests in the summer is not just stark – it is black and white. The Black Lives Matter demonstrators crowd outside the White House on 1 June was a block away from the building and made no attempt to breach its security. It was a mostly Black crowd, and it was charged by a force made up of Washington police, US Park police, over 5,000 national guard troops and federal agencies like the bureau of prisons. An army helicopter swooped low over the heads of the protesters. Teargas, batons and horses were used to clear a block so that Donald Trump could stage a photo op outside a church across the road. A national guard commander later admitted there had been “excessive use of force”. The events in Lafayette Park in June 2020 represented a defining moment of the Trump presidency. So will 6 January 2021. The mob that stormed the seat of US democracy on Wednesday had openly talked about such a plan, were explicitly intent on overturning a fair election, and some had hinted they might be carrying guns. They were almost all white. Many were openly white supremacists, and yet the thin Capitol police collapsed in their path. The events in Lafayette Park in June 2020 represented a defining moment of the Trump presidency. So will 6 January 2021 It is unknown why there was not a greater show of force in front of the Capitol building, given all that was known about the plans of Trump’s supporters. In the summer, the national guard from several states parked armoured cars in the Washington streets and stood in full body armour in serried ranks on the steps of the Lincoln Memorial – all ahead of protests calling for the law to be upheld and an end to impunity for the police killing of Black Americans. The deployment ahead of the 6 January riot was far lighter. After Washington’s mayor, Muriel Bowser, made a request, 340 guardsmen were activated in advance, of which 115 were on duty at any one time, mostly helping direct traffic. The DC and Virginia national guard were only deployed in significant numbers after the Capitol had been breached. One big difference was that Trump was driving the deployment in June. He was silent on Wednesday, apparently unwilling to set troops on his own supporters. The New York Times reported he resisted calling out the national guard. The deployment was finally ordered by the acting secretary of defence, Christopher Miller. Below: Supporters of Donald Trump clash with police officers in front of the Capitol building in Washington DC on Wednesday. Photograph by Leah Millis/Reuters Below left: A pro-Trump rioter is tended to by a police officer while suffering the effects of chemical agents used to disperse crowds after rioters stormed the grounds of the Capitol on Wednesday. Photograph by Jon Cherry/Getty Images Right: On 1 June, police clear the street near the White House as protesters demonstrate against the death of George Floyd. Floyd died after being restrained by Minneapolis police officers. Photograph by Evan Vucci/AP Below left: Trump supporters gather in the Capitol Rotunda after breaching security on Wednesday. Photograph by Jim Lo Scalzo/EPA Right: A protester raises her hands near a line of national guard troops near the White House on 1 June, as demonstrations against George Floyd’s death continue. Photograph by Roberto Schmidt/AFP via Getty Below left: Rioters supporting Trump break into the Capitol on Wednesday. Photograph by Win McNamee/Getty Images Right: Police advance on protesters outside the White House on 1 June. Photograph by Erin Schaff/The New York Times via eyevine Below left: A demonstrator is taken into custody by police after a curfew took effect during a protest over the death of George Floyd, on 1 June 2020 near the White House. Photograph by Alex Brandon/AP Right: A rioter takes a photo near police officers in riot gear who are dispersing people gathering at the Capitol on Wednesday. Photograph by Tasos Katopodis/Getty Images Above left: Trump supporters climb on walls at the US Capitol on Wednesday. Photograph by Jose Luis Magana/AP Right: Trump walks between lines of riot police in Lafayette Park across from the White House after walking to St John’s Church for a photo opportunity during protests over racial inequality, on 1 June. Photograph by Tom Brenner/Reuters Above: US Secret Service uniformed division officers stand guard during a rally near the White House against the death of George Floyd on 1 June. Photograph by Jonathan Ernst/Reuters Above: Trump supporters clash with police and security forces as they storm the US Capitol on Wednesday. Photograph by Roberto Schmidt/AFP via Getty",theguardian
30,10,https://www.theguardian.com/us-news/2021/jan/07/priti-patel-trump-remarks-led-to-violence-in-us-capitol,Priti Patel  Trump's remarks 'led to violence' in US Capitol ,"The UK home secretary, Priti Patel, said Donald Trump’s incendiary remarks directly provoked the violence witnessed in the US Capitol as she urged him to condemn it. “His comments directly led to the violence and so far he has failed to condemn that violence – and that is completely wrong,” she said. She said the departing president’s statement, in which he said “we love you” to the rioters, and repeated his unproven claims of electoral fraud did “very little to de-escalate the situation”. “He basically has made a number of comments yesterday that helped to fuel that violence and he didn’t do anything to de-escalate that whatsoever,” she told BBC Breakfast. She called on the US president to condemn the violence from his supporters who stormed the Capitol. “There’s no question about that at all. Someone was shot, people have died, this is terrible. Terrible beyond words, frankly, and there’s no justification for it,” she told Sky News. But pressed on whether the Conservative government had got too close to Trump, she said it was time to look ahead to Joe Biden’s presidency. “The fact of the matter is, they are now transitioning to a new president, to a president-elect. “The prime minister has already been in touch with Joe Biden and certainly congratulated him. I think on that basis alone we move forward with one of our greatest allies in the world,” she told Radio 4’s Today programme. “This isn’t about going back and reflecting on personal relationships.” The fact of the matter is: Donald Trump’s words were associated with violence, his comments directly led to violence. And so far, he has failed to condemn that violence, and that is wrong,” she said. Boris Johnson had earlier called for a “peaceful and orderly transfer of power” after Trump supporters breached barricades and staged an occupation of the home of American democracy in Washington DC. He labelled the scenes “disgraceful”. The Labour leader, Sir Keir Starmer, called them “horrendous”. Scotland’s justice minister called on Patel to deny Trump entry to the UK once he leaves office. Humza Yousaf tweeted: “Once he leaves office if Trump tries to come to UK the home secretary should give serious consideration to denying him entry, she has the power if an applicant’s presence is not conducive to the public good. “Trump’s default is to stir up racial tension and yesterday he incited a violent mob.” The president owns two golf courses in Scotland, and on Tuesday the first minister, Nicola Sturgeon, said the country’s travel ban would apply to Trump amid speculation he was planning an overseas golf trip during Biden’s inauguration.",theguardian
31,13,https://www.theguardian.com/money/2021/jan/07/ground-rent-scandal-leaseholders-in-england-and-wales-get-new-rights,Ground rent scandal  Leaseholders in England and Wales get new rights ,"Leaseholders in England and Wales will be given the right to extend their lease by up to 990 years and pay no ground rent under major changes that the government said would save some households tens of thousands of pounds and make homeownership “fairer and more secure”. The changes follow an outcry several years ago when it emerged some flats and houses had been sold with clauses that meant ground rents would rise dramatically in later years. Around 4.5m households own their homes on a leasehold basis and pay an annual ground rent to the freeholder of the property – often an investment firm – which, through the lease, grants the right of the homeowner to live there. Typically they are set at a low “peppercorn” rate but clauses in some new developments stated that rents would double every 10 years, making some homes unmortgageable, and leaving owners unable to move and facing hefty bills. Currently, leaseholders of houses can only extend their lease for 50 years once and pay a ground rent, while flat owners can do so multiple times with a peppercorn rent for 90 years. Under the reforms, which were recommended by the Law Commission, both will be able to extend to up to 990 years with a ground rent at zero, and all new retirement properties will be sold without a ground rent. Extending a lease comes at a cost, but the government said it would change the way these were calculated, including getting rid of costs such as the “marriage value”, which forces the leaseholder to share a potential profit from the extension with the freeholder. The housing secretary, Robert Jenrick, said: “Across the country people are struggling to realise the dream of owning their own home but find the reality of being a leaseholder far too bureaucratic, burdensome and expensive. “We want to reinforce the security that home ownership brings by changing forever the way we own homes and end some of the worst practices faced by homeowners.” The Law Commission also proposed the adoption of commonhold ownership as the preferred type of ownership of newbuilds, and the government said it was setting up a council to “prepare homeowners and the market for [its] widespread take-up”. Under this model, which is popular in other parts of the world but has been used on fewer than 20 developments in England and Wales, blocks are jointly owned and managed, and flats can be owned on a freehold basis.",theguardian
32,14,https://www.theguardian.com/environment/2021/jan/07/global-heating-stabilize-net-zero-emissions,"Climate crisis  Global heating could stabilize if net zero emissions achieved, scientists say ","The world may be barreling towards climate disaster but rapidly eliminating planet-heating emissions means global temperatures could stabilize within just a couple of decades, scientists say. For many years it was assumed that further global heating would be locked in for generations even if emissions were rapidly cut. Climate models run by scientists on future temperatures were based on a certain carbon dioxide concentration in the atmosphere. If this remained at the current high level there would be runaway climate disaster, with temperatures continuing to rise even if emissions were reduced because of a lag time before greenhouse gases accumulate in the atmosphere. But more recent understanding of the implications of getting to net zero emissions is giving hope that the warming could be more swiftly curtailed. More than 100 countries have pledged to get to net zero by 2050, which means they will emit no more carbon dioxide than is removed from the atmosphere by, for example, restoring forests. The UK, Japan and the European Union have set this net zero target and will soon be joined by the US under Joe Biden’s new administration. Should this be achieved globally, “surface temperatures stop warming and warming stabilizes within a couple decades,” said Michael Mann, a climate scientist at Pennsylvania State University. “What this really means is that our actions have a direct and immediate impact on surface warming. It grants us agency, which is part of why it is so important to communicate this current best scientific understanding.” Scientists have now factored in the dynamism of the Earth’s natural systems, whereby stopping emissions would actually see atmospheric CO2 content go down due to the huge carbon absorption capacity of oceans, wetlands and forests. Mann likens it to filling up a sink with water with the drain partially open – the water level will still rise due to the incoming water but if you reduce the water flow it will drop due to the drain remaining open. “This falling atmospheric CO2 causes enough cooling to balance out the warming ‘in the pipeline’ due to slow ocean heat uptake, and global temperatures remain relatively flat after net-zero emissions are reached,” said Zeke Hausfather, a climate expert at the Breakthrough Institute. “The main takeaway for me is that this is good news, because it means that how much warming happens this century and beyond is up to us.” The disastrous present-day trajectory of the world’s climate has been highlighted by a new paper that shows the world is committed to more than 2C of heating compared with the pre-industrial period based on current atmospheric compositions of greenhouse gases. The world has already heated up by 1.1C in this time and governments have committed to restraining the rise to 1.5C to avoid punishing heatwaves, flooding, mass displacement of people and other calamities. The paper on “committed warming” appears to spell doom for the goals of the Paris climate agreement, as well as for millions of people in vulnerable parts of the world, but the authors point out that cutting emissions would slow the pace of this temperature rise, potentially spanning centuries. This would give civilization time to adapt to the changes or come up with technological fixes. “At the moment we are changing the temperature a hundred times faster than what happened in the last ice age,” said Andrew Dessler, a climate scientist at Texas A&M University and co-author of the paper, published in Nature Climate Change. “An extra degree in a few hundred years is far less damaging than a degree in a few decades. The timescale is important.” Dessler said he believed there could still be some warming even under net zero emissions but that the goal of decarbonization was vital. “The problem is still very severe, we need to reduce emissions as fast as possible and we will deal with committed warming afterwards,” he said. Joeri Rogelj, a climate lecturer at Imperial College London, said he was confident if the world became net zero in the coming decades it would be possible to remove further CO2 from the atmosphere to push down on escalating temperatures. But he added that “bending the global emissions curve on to a global trajectory towards net zero is really the first and foremost task we have to tackle with great urgency”.",theguardian
33,15,https://www.theguardian.com/business/2021/jan/07/british-gas-workers-strike-thursday-restructuring-talks,'Fire and hire'  British Gas workers strike after restructuring talks break down ,"Thousands of British Gas engineers and call centre workers will down tools from Thursday as part of a national five-day strike in response to the energy giant’s “fire and rehire” plans. The GMB trade union called the strike after 89% of its 9,000 British Gas members voted in favour of industrial action following the breakdown of talks with executives at Britain’s biggest energy supplier last year. The union expects the majority of the 7,000 engineers and 2,000 call centre workers who are part of its membership to take part, but will limit picketing due to coronavirus restrictions.  The strike marks the end of months of tense negotiations between union representatives and energy company executives over plans to reduce the workforce and shift employees on to new contracts. The union has accused Centrica, the embattled owner of British Gas, of “bullying” its 20,000 employees to accept worse employment contracts or lose their jobs as part of a so-called “fire and rehire” plan. The FTSE-listed company, which has lost more than three-quarters of its market value in the last five years, said it has asked all employees to sign up to new employment contracts to help simplify the business. A similar approach was proposed by British Airways last year, alongside staff cuts, but the airline dropped the controversial plans after negotiations with trade unions. Justin Bowden, GMB’s national secretary, said: “British Gas boss Chris O’Shea’s attempts to bully workers into accepting cuts to their pay and terms and conditions has provoked this inevitable outcome – massive disruption to customers in the depths of winter and a stain on the reputation of an historic company and brand.” About 7,000 frontline office workers represented by the Unison trade union accepted the energy company’s new terms last month, and 4,000 non-unionised staff also agreed to sign new contracts. A spokeswoman for Centrica said: “We’ve done everything we can with the GMB to avoid industrial action. “Whilst we’ve made great progress with our other unions, sadly the GMB leadership seems intent on causing disruption to customers during the coldest weekend of the year, amid a global health crisis and in the middle of a national lockdown.” The company said it has “strong contingency plans in place” and will “prioritise vulnerable households and emergencies”. British Gas has lost about 1 million customers in recent years due to fierce competition in the energy market from a string of cut-price energy supply startups.  As a result, Centrica reported a £1bn loss for 2019 before scrapping its shareholder dividend and warning investors there would be a steep slump in revenues in 2020.",theguardian
34,17,https://www.theguardian.com/world/2021/jan/07/europe-tipping-point-covid-running-rampant-who-new-variant,"Europe  Region at tipping point with Covid running rampant, says WHO ","Europe is at a tipping point in the course of the pandemic, the World Health Organization has said, warning that the coronavirus is spreading very fast across the continent and the arrival of a new variant has created an “alarming situation”. Hans Kluge, the WHO’s Europe director, said that while the arrival of vaccines offered “new tools” to fight the virus, almost half the 53 countries in the region were reporting a seven-day incidence rate of more than 150 new cases per 100,000 people, while a quarter had recorded a more than 10% surge in cases over the past week. Kluge said countries rolling out the Pfizer/BioNTech vaccine could be flexible on the gap between first and second doses, saying a balance should be struck between making the most of limited supplies and protecting as many people as possible. Some countries including Britain are seeking to counter low vaccine supplies by extending the gap between first and second doses to up to 12 weeks, and by considering lower volume doses of some shots.“It is important such a decision represents a safe compromise between the limited global production capacity at the moment, and the imperative for governments to protect as many people as possible while reducing the burden of any subsequent wave on health systems,” he said. Proposals to prolong the gap between first and second dose have generated fierce debate among scientists, with both Pfizer and BioNTech warning that they have no evidence their vaccine would continue to be protective if the second dose was given more than 21 days after the first. Siddhartha Datta, of the WHO’s vaccine-preventable diseases and immunisation unit, said the organisation acknowledged that some countries would face “exceptional circumstances”, but those choosing to prioritise first doses were “strongly recommended … to look into robust evidence” of the consequences. The European region recorded more than 580,000 deaths from Covid in 2020, while the 27 countries in the EuroMOMO excess mortality monitoring project reported a threefold increase in excess deaths compared with 2018 and a fivefold increase over 2019. Any signs of stabilisation or even decreased incidence in some countries “need to be taken with some caution” because the impact of the holiday period, with its family gatherings and relaxed physical distancing, was not yet known, Kluge said. More than 230 million people in the region were living in countries under full national lockdowns, he said, with more countries set to announce new measures in the coming week as the more contagious variant first detected in the UK raises increasing alarm. The mutation had been detected in 22 European countries, Kluge said, adding that while it seemed to produce no significant change in the disease itself – meaning it was “not more nor less dangerous” – its higher transmissibility was cause for concern. “It is our assessment it may, over time, replace other lineages, as seen in the UK and increasingly Denmark,” he said. Without increased control to slow its spread, there would be an increased impact on already struggling health systems. “This is an alarming situation,” he said. “For a short period of time, we need to do more than we have done and to intensify the public health and social measures to be certain we can flatten the steep vertical line in some countries.” Basic measures such as mask wearing, limiting social gatherings, physical distancing and hand washing, along with testing, tracing and quarantine, must be intensified “to bring down transmission, lift the strain on Covid-19 wards and save lives”. Kluge said progress on rolling out Covid vaccines was “varied but promising”, adding that the limited supply of jabs and increasing burden on hospitals meant health workers and at-risk groups “must be a priority” for vaccinations to avoid health systems collapsing. Catherine Smallwood, WHO Europe’s senior emergency officer, said that although studies were still ongoing, there was “no indication for the moment” of any impact of the new strain on the efficacy of vaccines.",theguardian
35,19,https://www.theguardian.com/world/2021/jan/07/covid-kills-half-of-sussex-care-homes-residents-over-christmas,Sussex  Covid kills half of care home's residents over Christmas ,"A care home in East Sussex has been devastated by Covid, losing half of all its residents to the disease over Christmas, fuelling fears the new, more transmissible virus variant sweeping the south-east of England is beginning to breach homes’ defences. Thirteen of 27 residents at Edendale Lodge care home in Crowhurst had died with confirmed or suspected Covid since 13 December, said the home operator’s managing director, Adam Hutchison, who also runs care homes in Kent. More than a third of the staff also tested positive during the outbreak in which residents died on Christmas Eve and Boxing Day. The latest death came on Monday this week. “It was an awful Christmas and terrible for the staff,” Hutchison said. “It is just unstoppable. We are sitting ducks.” Across England, Covid outbreaks in care homes are rising again, after months of far lower infection rates than in the spring as a result of control measures. On Tuesday, Essex county council banned all visits to care homes in its area, citing “the growing number of outbreaks in care homes and the difficulty in controlling these outbreaks”. The Kent Integrated Care Alliance, which represents care homes in its area, is also warning of deaths and care worker absences, emotional and mental exhaustion among care workers and a threat to the viability of care homes themselves. Many care homes are frustrated that vaccines are yet to be deployed to residents. Boris Johnson told parliament on Wednesday he wanted the programme to be accelerated and that 10% of care home residents and 14% of care home staff had so far received the vaccine. “That clearly needs to be stepped up,” the PM said. GPs were due to start taking the AstraZeneca vaccine to care homes from the second half of this week. Hutchison said several of the deceased residents in the home had been considered to be close to the end of their lives, but the virus took them months before they were likely to have died. Others were fitter. “One of our residents played the piano and I would speak to him when I went in,” he said . The outbreak was detected by routine swab testing. None of the 14 residents who tested positive had any symptoms when the results came back, Hutchison said. One of the 12 staff who tested positive was admitted to hospital but was recovering. The outbreak appears to have confounded the home’s infection control measures, including a ban on visits, apart from at windows, personal protective equipment for carers and no use of agency staff who operate between different homes and might spread the virus. “It’s hard for me to say how it got in,” said Hutchison. “Because of the protocols we were following, everything was there.” He said some residents had attended hospital appointments and that staff necessarily had lives outside of work. His company, Belmont Healthcare, operates four care homes and asks staff to declare if they have second jobs. Care home deaths across England rose steadily during December and at a slightly faster rate than deaths overall from Covid, official figures show. At the beginning of December, care homes in England recorded 440 people who died from Covid in a week, rising to 588 by the week before Christmas, according to the Office for National Statistics. While the figures are far higher than in the last week of September, when only 42 people died from Covid, they remain a fraction of the up to 2,700 care home residents registered as dying weekly from Covid at the pandemic’s first peak in April, when there was also less testing to identify cases. HC-One, the largest private operator of care homes in the UK, said on Tuesday that a third of its 330 care homes were facing outbreaks, but mostly with limited numbers of people infected and more staff than residents testing positive. It has fewer homes in the south-east than in the north and its outbreak rates have fallen over the last month. Across the UK, visits have been largely prohibited in care homes unless residents are close to the end of their lives or infection control screens or cubicles have been set up. Homes have also been provided with free PPE by the government and a network of care homes specialising in accepting Covid-positive discharges from hospitals to try and avoid seeding the virus among the most vulnerable has been set up. In the current lockdown, close-contact indoor visits are not allowed, with window or cubicle visits also banned during outbreaks. Hutchison said that as well as the human cost, he was concerned care homes affected by new outbreaks “will simply have to close down”. “What happens to those already in unviable care homes?” he said. “Where will those individuals go? More often than not into an NHS setting, putting further stress on that health service.” ",theguardian
36,23,https://www.theguardian.com/uk-news/2021/jan/07/lockdown-choices-are-not-trivial-vaughan-gething-on-tackling-covid-crisis-in-wales,'Lockdown choices are not trivial'  Vaughan Gething on tackling Covid crisis in Wales ,"In the past year, Vaughan Gething has become one of the most recognisable politicians in the UK. The job of Welsh health minister did not used to attract much UK-wide attention. But as a result of Covid, and the focus that has placed on the devolved nations, it does now. “Some government colleagues ask me: ‘How do you do that job? It’s awful.’ Of course it’s difficult, but you make a difference and you meet remarkable people who benefit from the health service and remarkable people who deliver it.” But with recognition also comes abuse. Gething, like many other politicians, now regularly gets vitriol from the public, none more so than after “Chipgate”, when the Sun carried a picture during the first lockdown of Gething sitting on a bench eating chips with his family in a park. He insists he broke no rules. “There’s much more attention, and attention that is personal. That’s difficult, the feeling that you’re being watched and not in a kind way.”  But what keeps Gething, 46, going is that decisions he makes during the Covid crisis can be the difference between hospitals being able to function or being overwhelmed, between the economy creaking on or collapsing, between life and death. The latest figures suggest the number of coronavirus patients in Welsh hospitals could soon be double that seen during the first wave of the pandemic. On Wednesday, Public Health Wales reported another 76 deaths – the highest daily total since the start of the pandemic, although not all deaths happened on the same day. It took the total deaths in Wales since the start of the pandemic to 3,738. Speaking shortly before the latest surge, Gething said: “The lockdown choices are not trivial; they have a huge impact on people. And there are people who potentially won’t be alive because we’ve chosen to act or not act. I don’t think I’ve been overwhelmed but I’ve been deeply troubled by the choices I’ve had to make at various times.” He pays tribute not just to health and social care staff. “It’s the volunteers, the taxi drivers who take shopping to people who can’t get out, it’s the community groups who made an effort to look after other people. That is what gives hope and optimism for the future.” Gething accepts the crisis has exposed some “fragility” in parts of the system and highlighted deep health issues in the Welsh population. “This virus affects older people with underlying health conditions. There’s a very direct link between that and how well off you are. The poorer you are the more likely you are to be unwell. The ONS figures show it’s our poorer communities that have had the biggest impact. It’s highlighted a need to look again at what we do, that’s not just a health challenge but a whole society challenge.” But Gething argues some good things have come out of the Covid crisis such as partnerships between health and central and local government. “Necessity forced the relationships to improve to take another leap forward.” And the speed with which some innovations such as video consultations have come in. “Previously that would have taken years to roll out. It was done in months. There’s been a real can-do attitude. ” As a result, “there’s much more UK attention on Wales and devolution. Not every UK-wide news organisation has a benevolent view of devolution or of politicians who don’t agree with the UK government. Some of that has been personal and pretty fact-free.” After Chipgate, “a couple of months ago I went on a bike ride with my son and it’s a nice thing to do together, have a chat, have a snack. But someone tweeted about seeing me on the bike ride and claimed I was breaking the rules.” On another occasion he went to a food festival with his family, following all the rules. Again a picture appeared on social media suggesting he was doing something he shouldn’t. “That’s hurtful. They can see you’re out with a child of primary school age child they are still prepared to lay in and invite other people to be unkind, never mind the facts.” In 2013 Gething became the first black minister in the devolved UK administrations. Before that he was the first black president of the National Union of Students Wales and the first black president of the Trades Union Congress in Wales. He says that some of the abuse he receives is racist. He says he has nothing like the “sewer of filth” the likes of his Labour colleague Diane Abbott is subject to. “But some of what comes is because I’m black. There’s no getting away from that.” Despite the stress of his current job, Gething still harbours ambitions of becoming Welsh first minister one day. “I haven’t given up on my desire to lead the country but that will be a matter for another day. We have a lot to get through before then – not just the Covid pandemic but an election [there are due to be Welsh parliament elections in 2021] and a lot of uncertainty. Who knows what the world will be like in another few years.”",theguardian
