,links,title,news
10,/news/india/covid-19-death-toll-crosses-9-000-mark-in-karnataka-8-793-new-cases-in-a-day-11601653700772.html,"COVID-19: Death toll crosses 9,000-mark in Karnataka, 8,793 new cases in a day","The day also saw 7,094 patients getting discharged after recovery. A total of 50,89,730 samples have been tested so far, out of which 92,059 were tested today alone, and 44,046 among them were rapid antigen tests. Out of 8,793 fresh cases reported on Friday, 4,259 cases were from Bengaluru urban alone. As of October 2 evening, cumulatively 6,20,630 COVID-19 positive cases have been confirmed in the state, which includes 9,119 deaths and 4,99,506 discharges, the health department said in its bulletin. It said, out of 1,11,986 active cases, 1,11,159 patients are in isolation at designated hospitals and are stable, while 827 are in ICU. According to the bulletin, 47 out of total 125 deaths reported on Friday are from Bengaluru urban, followed by Mysuru (18), Dakshina Kannada (12), Tumakuru (8), Belagavi (7), Dharwad and Hassan (6); Koppal and Shivamogga (3), Bagalkote, Ballari, Bidar, Haveri and Mandya (2), and Chikkamagaluru, Davangere, Kalaburgai, Udupi and Vijayapura (1). Most of the dead are either with a history of Severe Acute Respiratory Infection (SARI) or Influenza-like illness (ILI). Among the districts where the new cases were reported, Bengaluru urban accounted for 4,259, Tumakuru 405, Dakshina Kannada 322, Hassan 315, Shivamogga 307, Bengaluru Rural 298, Ballari 262, Mandya 257, Davangere 225, Udupi 212, followed by others. Bengaluru urban district tops the list of positive cases, with a total of 2,41,775 infections, followed by Mysuru 34,777 and Ballari 32,277. Among discharges too Bengaluru urban tops the list with total 1,87,361 discharges, followed by Ballari 28,968 and Mysuru 27,606."
11,/news/india/allow-politicians-in-hathras-suggests-elder-sister-uma-bharti-to-adityanath-11601653028722.html,"Allow politicians in Hathras, suggests 'elder sister' Uma Bharti to Adityanath","Raising doubts about the investigation by the Special Investigation Team (SIT) in Hathras incident, Bharti said according to her knowledge, there is no rule that the family cannot meet anyone during SIT probe. Bharti who is under treatment for COVID-19 in AIIMS Rishikesh, took to Twitter and said, ""To my knowledge there is no such rule that the family could not meet anyone during the SIT investigation. With this, the investigation of the SIT itself will come under doubt."" She said that image of the Uttar Pradesh government and BJP has been tarnished due to the suspicious action of the police in this incident and requested the authorities to let the family meet media and political parties. ""You are the ruler with very clean image. I request you to allow media persons and political parties to meet the aggrieved family,"" she tweeted. Bharti also said that had she not been COVID-19 positive she would meet the family of the victim. ""I am very restless in Corona Ward. If I had not been corona positive, I would have been sitting with that family in that village. When I will be discharged from AIIMS Rishikesh, I will definitely meet the victim's family in Hathras. I am senior to you and your elder sister. I urge you not to invalidate my suggestion,"" she said in a series of tweets. ७)मै @BJP4India में आपसे वरिष्ठ एवं आपकी बड़ी बहन हू । मेरा आग्रह है की आप मेरे सुझाव को अमान्य मत करियेगा ।  Various parties and organisations have been demanding justice for the alleged Hathras gang-rape victim. Earlier in the day, Delhi Chief Minister Arvind Kejriwal, Youth Congress members, Left parties, members of Bhim Army and student organisations, CPM General Secretary Sitaram Yechury and CPI leader D Raja staged protest at Jantar Mantar in the national capital. Earlier in the day, Congress leader Priyanka Gandhi Vadra attended the prayer meet for the Hathras victim at Maharishi Valmiki Temple in the national capital. The 19-year-old Hathras woman died at Delhi's Safdarjung hospital on September 29, a fortnight after allegedly being gang-raped. All the four accused in the incident have been arrested. The government has formed a three-member SIT to probe the case and said the matter will be heard in the fast track court. The post-mortem report reads that the victim suffered a fracture of ""C6 cervical vertebra"" and there was ""extravasations of blood along the fracture line"" and the underlying spinal cord was ""contused with ascending oedema"". Also, the postmortem report denies rape charges. "
12,/politics/news/pm-modi-running-his-govt-in-atmosphere-of-fear-sonia-gandhi-11601652776650.html,PM Modi running his govt in atmosphere of 'fear': Sonia Gandhi,"On Gandhi Jayanti, she also invoked the Father of the Nation, to assail the government which, she claimed, swears by his name but demolishes his ideals through its actions. The Congress leader also accused the Centre of having weakened laws like MNREGA and Right to Information (RTI) Act which her party's government had enacted to protect the interests of common people. ""Some people swear by Gandhi jis name but demolish his ideals and principles through their actions. Anarchy, atrocity and mistreatment prevail everywhere. An environment of discrimination has been created in the society where atrocities are being inflicted on innocent people,"" she said. She was virtually addressing a 'Gandhi Chetna Rally' at Congress party office in Motihari, the headquarters of East Champaran district in Bihar, to mark the birth anniversary of Mahatma Gandhi. It was in Champaran where Gandhi had experimented with 'Satyagraha' for the first time in India. It would later become his most potent weapon in the fight against the British rule. ""Enough is enough. I would like to say that some people are running the government by creating an atmosphere of emotion, confusion and fear (bhavna, bhram aur bhay). You (people) need to remain alert and cautious and take the right decisions, she said. ""We have to fight it out together and that will be our real tribute to Gandhi ji."" The Congress leader also unveiled a life-size statue of the Mahatma, and asserted his ideals are the ""soul and spirit"" of her party. In her speech, which many saw as the launch of her party's campaign for the Bihar elections, the process of which has already started, Sonia Gandhi said the common man was always at the centre of Congress's welfare programmes. ""But whenever the Congress tries to work for the development of the poor, certain forces stand up against the party for their vested interest,"" she alleged. She said the Modi government first ridiculed the MNREGA, the UPA government's rural livelihood scheme, but later continued with it. ""Just imagine what could have happened if there was no MNREGA during the COVID pandemic? People in large numbers would have starved,"" she asserted. She also drew a parallel between the times when Mahatma Gandhi launched Champaran Satyagraha for the farmers, who were being forced by the British to grow indigo, and now when agriculturists were up in arms against the new farm laws. ""A handful of people are getting richer, while millions are losing their livelihood,"" she said. The Congress leader said lakhs of youth were losing jobs as small industries were closing down and big public sector undertakings being privatised. The RTI Act introduced by the previous Congress government for bringing in greater transparency in governance has been diluted, she alleged. ""You keep asking questions through RTI but will not get suitable replies,"" she said. She said several laws enacted by the UPA governments for the welfare of women, workers, the health and education sectors, have been ""weakened"". ""The weakening of these laws has deprived people of their rights,"" she asserted. "
13,/companies/news/reliance-jio-fiber-trust-to-raise-5-4-billion-from-group-firms-11601651884298.html,Reliance Jio Fiber trust to raise $5.4 billion from group firms,"Digital Fibre Infrastructure Trust will raise about 147.1 billion rupees by issuing units and also raise 250 billion rupees through a loan from group companies to reduce existing debts and fund business expansion, according to the filing to the Securities and Exchange Board of India. The billionaire’s group had been in talks with overseas funds for the capital, local media had reported earlier. Ambani, 63, who’s expanded his oil-focused conglomerate into telecommunications, technology and retail, is in the midst of raising cash from the assets he created along the way from the diversification. The investment by his own group companies in the trust contrasts with the approach of his digital venture, Jio Platforms Ltd., which mopped up more than $20 billion this year by selling 33% to investors including Facebook Inc. and Google. Reliance Industries will hold 48.4% of Jio Digital Fibre Pvt. Ltd., according to the filing. After the success of his wireless carrier, which is now India’s No. 1 with 400 million users, Asia’s richest man is offering broadband services across the country through his fiber-optic network. The tycoon is seeking to dominate telecommunications as he sees it as a platform to deliver many services online -- e-commerce, entertainment, education and health care among others. The transformation of Mumbai-based Reliance is a bet on India’s consumers, as millions use smartphones to access such services. Ambani has also started selling stakes in his retail unit. KKR & Co., Silver Lake and General Atlantic and Mubadala have invested more than $3 billion in the business. Reliance had previously sold stakes in a separate investment trust that held the group’s wireless tower assets to Brookfield Asset Management Inc. for 248 billion rupees ($3.4 billion). Reliance Industries, in its annual report in June, had mentioned ongoing talks with potential investors for buying into the trust holding fiber assets. The retail-to-refining group owns a network of 1.1 million kilometers of fiber optic cable across India that penetrate over 1,600 Indian cities and towns."
14,/news/india/hathras-case-no-rape-incidents-should-happen-delhi-cm-kejriwal-joins-protest-11601650589041.html,"Hathras case: No rape incidents should happen, Delhi CM Kejriwal joins protest","Addressing the protesters, the chief minister said there should no politics on the incident. No rape incidents should happen in the country, Kejriwal added. ""The entire country wants that the culprits should be given stringent punishment. Some people feel that attempts are being made to save them. At this time, the victim's family needs all the possible help,"" Arvind Kejriwal said, according to ANI reports. The young woman succumbed to the severe injuries she suffered when she was allegedly gang-raped and assaulted by four upper-caste men – later arrested – in the fields at her village in Hathras on September 14. She was cremated in Hathras in the dead of the night with family members saying they were not allowed to bring the body home one last time. But police claimed they had the family's consent for the cremation. Protests at Jantar Mantar  Jantar Mantar in central Delhi buzzed with activity on Friday as the venue witnessed perhaps its first biggest protest ever since the COVID-19 pandemic began, with hundreds of protesters gathering there to demand justice for the Hathras murder victim. Social distancing norms and wearing of masks went for a toss as many of the protesters raised slogans without wearing masks. A sea of people from different walks of life — students, activists, citizens and political leaders — attended the protest which was initially supposed to be held at India Gate but was shifted to Jantar Mantar owing to the prohibitory orders in place around Rajpath area. People also held a candlelight vigil for the Hathras victim as slogans demanding the resignation of Uttar Pradesh Chief Minister Yogi Adityanth and seeking justice for the victim rent the air."
15,/news/world/home-sales-surge-in-resort-towns-even-as-covid-looms-large-over-ski-season-11601651395362.html,Home sales surge in resort towns even as Covid looms large over ski season,"The impetus to buy this summer was the town’s quality of life—a welcome respite from his home in San Francisco, where the pandemic and recent wildfires have made it unpleasant to go outside. Mr. Turner isn’t the least bit worried that coronavirus-related restrictions will limit skiing in Park City this year. “It’s a ski mountain, but it’s also a beautiful place,"" says Mr. Turner, 45, a wealth management adviser. “There are other things to do there."" For years, ski resorts have worked on diversifying their attractions to bring in more people by adding all kinds of non-ski amenities. The test is this coming season, when some might not even be able to open their skiing operations. The early results are looking good, as home sales and prices have soared despite the uncertainty. “This was the busiest summer selling season ever,"" says Ben Fisher, a broker with Summit Sotheby’s International Realty in Park City. The high end there has been particularly strong, with sales of single-family homes over $2 million up 50% between March and August 2020 compared with the same period a year earlier, according to Park City MLS. One house sold for all cash and $350,000 over its $15 million list price just a few days after it went on the market. In Colorado, Telluride saw the dollar volume of home sales increase 54% through the month of August compared with a year earlier, with $125 million in sales in August alone—a one-month record, according to George Harvey, broker and owner with The Harvey Team. Aspen recorded 65 single-family home sales through August this year, up from 50 for the same period in 2019, while the dollar value of the sales is up by 49%, according to Sotheby’s International Realty. Since March 1, 46 houses over $10 million have sold and 24 are under contract. “I’ve never seen anything like it. The high end is flying off the shelf,"" says David Viehman, a broker with Engel & Völkers in Jackson Hole, where the total number of sales over $3 million is up 55% over a year earlier and there have been 21 sales over $10 million compared with five sales in that bracket in 2019, a 320% increase. Skiing was initially the reason Keith Seigerman started looking for a second home in Aspen three years ago, but the pandemic played a role in why he finally closed on a four-bedroom, 3,200-square-foot home on 3 acres, 7 miles from the center of town, for $2 million this summer. He likes that Aspen is hard to get to, with limited direct flights, and that it has a remote feel. He also appreciates how strictly the town has been enforcing social-distancing rules, a feat he feels is easier there because of the small size of the community. “It’s tucked away, quiet, peaceful and safe,"" says the 61-year-old contractor from Southampton, N.Y. “Covid accelerated our decision,"" says Carter Westfall, who, with his wife, Kate West, bought a three-bedroom, 2,550-square-foot house in Wilson, Wyo., near the Jackson Hole ski area, for $1.75 million in August. The couple had been thinking about relocating from Oakland, Calif., ever since Mr. Westfall started a freeride snowboard competition tour with Travis Rice, a renowned Jackson professional snowboarder. But Mr. Westfall and Ms. West, a creative producer for The North Face, probably would have waited another year to buy if they hadn’t noticed that Covid-19 pandemic was increasing demand for houses there, pushing prices higher. At the same time, they worried people wanting to leave the Bay Area because of the city’s limits during the coronavirus crisis would lower the price they could get for their house in Oakland, which they have since sold. Mr. Westfall is aware there will be changes at the Jackson Hole ski resort this year, but says they are there for the long haul. People fleeing cities in search of homes with more of a connection to the outdoors are driving much of the demand, real-estate agents say. What started as requests for long-term rentals in April accelerated into sales starting in June, says Kristen Barber, a broker with Stein Eriksen Realty in Park City. This summer, Michelle and Roland Weedon bought a two-bedroom, 1,300-square-foot condo at the Pendry Residences, a residential community still under construction in Park City. The Weedons, who live in Huntington Beach, Calif., where he owns a mortgage company and she is a real-estate consultant, already own a 6,000-square-foot house in Park City that they built three years ago and which is valued at around $5 million. But they thought lots of people would want to get away to wide open spaces and bought the condo as an investment. They are also eager to use the condo’s on-site amenities, including the pool and bar, spa, fitness center, ski concierge and slope-side parking. “People are looking to get out,"" says Mr. Weedon. After the pandemic hit, Claire Nathel second-guessed her decision to buy a 4,000-square-foot penthouse in Deer Valley, Utah, for around $3.5 million. She and her husband, Ira Nathel, had put down a deposit in January but started to falter in May. “We felt like it wasn’t the right time, with people losing jobs,"" says Ms. Nathel, 48, who owns a wholesale produce company in the Bronx. She also felt uncertain about how the pandemic would affect travel and skiing. But she went ahead with the purchase because the closed-in feeling she had in New York made her grateful for a space to go. She and her husband hope to spend a couple of months a year in Utah when their home is finished. Gary Feldman, a broker with the Gary Feldman Group at Aspen Snowmass Sotheby’s, says one difference he noticed this summer was that buyers didn’t care as much how close they were to the ski mountains. He sold his own three-bedroom, four-bathroom, glass-and-wood house along the Roaring Fork River near Snowmass for $4.8 million and is moving about 7 miles away to Basalt, where he says buyers are now “coming from everywhere."" Keith Orr, who bought Mr. Feldman’s house, also saw the pandemic as an opportunity: It made it easier to sell his 2,100-square-foot, three-bedroom ski condo in the center of Aspen. Mr. Orr, 58, a car salesman from Dallas and Texarkana, said it took 10 days to sell the condo for $5.3 million—he paid $3.2 million for it seven years ago. He said there were dozens of showings scheduled for his condo after two days on the market. “I’ve never experienced such a thing,"" he says."
16,/news/world/covid-19-vaccine-s-development-won-t-be-affected-by-politics-pfizer-ceo-says-11601650146528.html,"Covid-19 vaccine’s development won’t be affected by politics, Pfizer CEO says","Chief Executive Albert Bourla sent a letter to all employees saying Pfizer “would never succumb to political pressure"" as it develops a Covid-19 vaccine. “The only pressure we feel—and it weighs heavy—are the billions of people, millions of businesses and hundreds of government officials that are depending on us,"" he wrote in the letter, which was reviewed by The Wall Street Journal. Mr. Trump said in the presidential debate Tuesday that he had spoken to Pfizer and Johnson & Johnson, and a vaccine was weeks away. Mr. Trump also said he disagreed with federal health officials who had said a vaccine wouldn’t be widely available until next summer. The president’s comments at the debate, as well as remarks beforehand saying he sought a vaccine’s authorization before Election Day, have touched off partisan fighting over whether his administration would push for a vaccine’s use before it has been fully vetted. They come as surveys show significant numbers of Americans harbor concerns about taking a vaccine, partly out of fear a shot might be unsafe. Dr. Bourla wrote that he was disappointed that Covid-19 vaccines were discussed during the presidential debate “in political terms rather than scientific facts."" He added, “People, who are understandably confused, don’t know whom or what to believe."" Pfizer is recruiting 44,000 people to enroll at more than 100 sites across six countries to test its vaccine in a late-stage study. Dr. Bourla has said in public appearances that the company could know results about whether it works as early as this month. A Pfizer spokeswoman said the company and partner BioNTech SE expect “a conclusive readout on efficacy is likely by the end of October."" Mr. Bourla said in the letter that he can’t predict exactly when, or if, the U.S. Food and Drug Administration would authorize the company’s vaccine. “But I do know that the world will be safer if we stop talking about the vaccines’ delivery in political terms and focus instead on a rigorous independent scientific evaluation and a robust independent approval process,"" he wrote. Corrections & Amplifications Pfizer is testing its vaccine at more than 100 sites in six countries. An earlier version of this article incorrectly said the testing was taking place in more than 100 countries. (Corrected on Oct. 1)"
17,/news/world/donald-trump-melania-have-mild-covid-19-symptoms-are-in-good-spirits-white-house-11601650716505.html,"'Donald Trump, Melania have mild Covid-19 symptoms, are in good spirits'","""The president and the First Lady tested positive for Covid-19,"" he told CNN. ""They remain in good spirits. ""The president does have mild symptoms and, as we look to try to make sure that not only his health and safety and welfare is good, we continue to look at that for all of the American people."" Trump said early Friday that he has tested positive along with his wife and one of his closest aides, throwing his campaign into deeper disarray just one month before the election. Meadows said he himself has tested negative, along with other close Trump aides including his son-in-law Jared Kushner. “The American people can rest assured that we have a president that is not only on the job, will remain on the job,"" Meadows told reporters, without wearing a mask. “I’m optimistic that he’ll have a very quick and speedy recovery."" National Economic Council Director Larry Kudlow said he’s tested negative for the coronavirus, joining Treasury Secretary Steven Mnuchin in avoiding Covid-19 so far. House Speaker Nancy Pelosi, whose talks with Treasury Secretary Steven Mnuchin on a fresh stimulus package this week have yet to break the impasse that’s persisted for months, said things might change in the wake of Trump’s infection. “This kind of changes the dynamic,"" Pelosi said on MSNBC Friday. She has criticized the Trump administration for paying insufficient attention to containing the coronavirus and she said the current situation may change the White House stance on pandemic relief. “Maybe this will be the moment where people will say, OK, masks, sanitation, treatment,"" she said. “It might be a learning experience,"" she said of the news. The speaker said she was tested Friday morning, and awaits the results. Biden and his wife, Jill Biden, sent their good wishes to Trump and First Lady Melania Trump after they tested positive for coronavirus. “Jill and I send our thoughts to President Trump and First Lady Melania Trump for a swift recovery. We will continue to pray for the health and safety of the president and his family,"" Biden tweeted. Biden and Trump faced off in a debate Tuesday night. Biden has criticized the Trump administration’s handling of the coronavirus pandemic. Democratic vice presidential nominee Kamala Harris tweeted wishes for a “speedy recovery."" Canadian Prime Minister Justin Trudeau -- among the global leaders who has governed from home while in isolation during the pandemic -- said he hoped Trump would get well soon and “have a full recovery from this virus."" Pence and his wife, Karen Pence, tested negative Friday for coronavirus, according to his aide Devin O’Malley."
18,/news/india/covid-19-kerala-reports-record-9-258-cases-in-a-day-section-144-imposed-11601649880907.html,"COVID-19: Kerala reports record 9,258 cases in a day, Section 144 imposed","While 77,482 people are presently under treatment, 1,35,144 have recovered from the disease, Health minister K K Shailaja said in a release. Of the positive cases, 8,274 were infected through contact and the source of infection 657 is not known, while 47 had come from abroad and 184 from other states, the minister said in a press release. Ninety-three health workers are among the infected. According to the release, 2,46,631 people are under observation, including 30,853 in various hospitals. Today 63 new hotspots were declared and 15 areas were removed from the list. Chief Secretary Vishwas Mehta on Thursday had stated that section 144 CrPC would be imposed from Saturday as gatherings pose an impending danger of a super spread of the infection. The state has been witnessing a steep rise in cases since the past few days. Revenue minister E Chandrasekharan said each district collector will take a decision with regard to the prohibitory order depending on the situation in their respective districts. DGP Loknath Behera said crowding in public places like parks and beaches will not be permitted. Meanwhile, Thiruvananthapuram district collector Navjot Khosa has issued an order prohibiting gathering of more than five people in public places in the district. Within containment zones, any congregation or public function (indoor and outdoor) of more than five people will not be allowed, except for marriages and Funerals where upto 20 persons would be permitted, the order stated. Only essential activities like selling of essential groceries, medicines and food items such as milk and vegetables would be allowed. In areas outside containment zones, congregation or public function of more than five people in outdoor spaces is prohibited, the collector stated."
19,/news/india/rajnath-singh-visits-atal-tunnel-to-review-preparations-for-inaugural-function-11601648278753.html,Rajnath Singh visits Atal Tunnel to review preparations for inaugural function,"The Defence Minister was accompanied by Himachal Pradesh Chief Minister Jairam Thakur and Minister of State of Finance and Corporate Affairs Anurag Thakur. ""Visited the 'Atal Tunnel, Rohtang' to review the preparations for the inaugural ceremony to be held tomorrow. Prime Minister Narendra Modi will dedicate the tunnel to the nation. This 9.02 km long 'Engineering Marvel' will connect Manali to Lahaul-Spiti valley throughout the year,"" Singh said in a tweet. Singh, who is on a two-day visit to Himachal Pradesh, also visited DRDO's Snow and Avalanche Study Establishment (SASE) in Manali. The Atal Tunnel has been built with ultra-modern specifications in the Pir Panjal range of Himalayas at an altitude of 3000 m (10,000 feet) from the Mean Sea Level (MSL). It reduces the road distance between Manali and Leh by 46 km and the time by about 4 to 5 hours. The South Portal (SP) of the tunnel is located at a distance of 25 km from Manali at an altitude of 3060 metres while North Portal (NP) of the tunnel is located near village Teling, Sissu, in Lahaul Valley at an altitude of 3,071 metres. It is horseshoe-shaped, single tube double lane tunnel with a roadway of eight metres and an overhead clearance of 5.525 metres. The tunnel has been designed for traffic density of 3000 cars per day and 1500 trucks per day with a maximum speed of 80 km/hr. The decision to construct a strategic tunnel below the Rohtang Pass was taken on June 3, 2000 when late Atal Bihari Vajpayee was the Prime Minister. The foundation stone for the Access Road to the South Portal of the tunnel was laid on May 26, 2002. The Union Cabinet decided in 2019 to name the Rohtang Tunnel as Atal Tunnel to honour the contribution made by the former Prime Minister. The Border Roads Organisation (BRO) overcame major geological, terrain and weather challenges in the construction of the tunnel. (ANI)"
