,file_name,category,content3,target
13,014.txt,business,newspaper axe job Daily Sunday newspaper axe journalist job editorial staff Group cut need fund investment new print facility Journalists firm meet Friday afternoon discuss react surprise announcement cut come background fierce competition reader sluggish advertise revenue amid competition online advertise National Union Journalists management recall notice redundancy midday Monday face strike ballot Pearson Financial Times week offer voluntary redundancy reporter National Union Journalists stand strongly journalist rule strike Managers tear agree procedure kick staff tooth sack people pay print facility Jeremy Dear General Secretary official Barry company ignore day consultation period require company plan redundancy complete disregard consultative right member Mr add company plan observe consultation procedure title currently employ journalist broadsheet newspaper especially tabloid format suffer circulation decline hit revenue announce plan tabloid Independent Times circulation rise shrink size Guardian hedge bet plan large tabloid format popular continental Europe Group buy twin Frederick David year previously Lord Conrad Black Hollinger International brother currently mull sale business retailer Littlewoods executive Murdoch MacLennan newspaper add colour page come month Journalists lifeblood newspaper maintain quality Daily Sunday reader vital action improve production capability secure title competition vital newspaper invest new print machinery enable print colour page case colour page hope boost colour publication attractive advertiser reader alike recent month News Corp News International unit publish Sun News World Guardian Media Group Trinity Mirror Daily MailGeneral Trust announce substantial investment new print plant,0
14,015.txt,business,passenger win new right passenger unable board flight overbook cancellation flight delay demand great compensation New rule set compensation euro euro depend length flight new rule apply schedule charter flight include budget airline Airlines attack legislation force push price high cover extra cost European Commission face legal challenge European Low fare Airlines Association ELAA International Transport Association attack package bad piece legislation Previously passenger claim euro euro stop board schedule flight operator oblige offer compensation case overbook offer compensation flight cancellation decide increase passenger compensation bid deter airline deliberately overbook flight Overbooking lead bump passenger late flight happen passenger airline offer compensation addition flight cancel delay hour fault airline passenger pay compensation airline offer compensation flight cancel delay extraordinary circumstance Airlines fear extraordinary circumstance include bad weather security alert strike event outside control base airline operator flight adhere new compensation regime come force Thursday Low cost airline criticise new compensation level argue pay worth ticket preposterous piece legislation airline fight deputy chief executive Michael Cawley tell Radio Today programme European Regions Airline Association claim airline consumer consult change Andy director air transport advice mislead customer lead believe airline liable payout flight delay bad weather spokeswoman Marja Quillinan Meiland concede grey area big airline case dispute national enforcement body decide passenger case New technology mean easy airline land bad weather add Mr warn airline comply new rule extra cost pass passenger reckon cost European air passenger airline airline money pay passenger euro year load European passenger Mr basically transfer money passenger journey disrupt passenger journey disrupt Wednesday Jacques Barrot vice president European Commission Commissioner Transport change necessary boom air travel need accompany proper protection passenger right concrete example Union benefit people daily live add launch information campaign airport travel agency inform airline passenger new right,0
15,016.txt,business,tight rein credit effort stop economy overheat clamp credit continue state medium report curb introduce early year ward risk rapid expansion lead soar price fear stress place fragile bank system Growth remain breakneck corporate investment grow year breakneck pace economic expansion growth year tool manufacture sector mean massive demand energy factor world oil price sky high year theory government growth target continue insist overshoot doe mean hard land shape overbalance economy low exchange rate yuan peg rate dollar relentless decline mean Chinese export cheap world market far resist international pressure break link little shift level peg extent credit control effect Industrial output grow year October February inflation slow retail sale boom,0
16,017.txt,business,boast double profit Italian food group centre Europe painful corporate scandal report double profit pre tax earnings 4 quarter euro period welcome news firm fine euro violate takeover rule year ago firm seek bankruptcy protection December disclose euro hole account Overall company debt close euro fall slowly brand good know overseas continue perform strongly barely lose revenue scandal break crucial factor company future legal unwind intensely complex financial position Tuesday company administrator turnaround expert Enrico sue Morgan Stanley banker return euro relate bond deal bring numb bank Mr sue mass legal action bring euro company sue auditor financial advisor damage criminal case company management proceed separately,0
17,018.txt,business,rupee hit year high rupee hit year high StandardPoor SP raise country foreign currency rate rupee climb dollar Thursday close currency gain past session SP rate borrower creditworthiness lift rate notch BB Indian asset little gamble cash expect flow market buoy rupee upgrade positive basically people use excuse come Bhanu Baweja strategist UBS Money ﻿1 week January market upgrade lead reversal foreign currency rate notch investment grade start BBB increase level El Salvador level,0
18,019.txt,business,widen access telecom raise limit foreign direct investment telecom company Minister Dayanidhi need fund fast grow mobile market government hope increase numb mobile user million million need little investment come foreign direct investment Mr decision raise limit foreign investor face considerable opposition communist party crucial support coalition head Prime Minister Manmohan Singh Potential foreign investor need government approval increase stake Mr Key position chief executive chief technology officer chief financial officer hold Indian add Analysts investor welcome government decision positive development carrier investment community look long term view huge growth Indian telecom market principal analyst Kobita Desai FDI relaxation couple rapid local market growth ignite interest Indian telecommunication industry add Ernst Young Sanjay Mehta Investment bank Morgan Stanley forecast mobile market likely grow year Indian mobile market currently dominate company Bharti Televentures ally Singapore Telecom Essar link Hong Kong base Hutchison Whampoa Sterling group group,0
19,020.txt,business,centre user lose patience Customers try centre impatient quick hang survey suggest past welcome message caller average hang second listen music drop patience come numb centre grow rate year Customers use idea available society Cara Diemont IT firm Dimension Data commission survey centre sharp increase customer simply abandon record year automate phone message system equation customer pick way multiple option message numb abandon high 6 caller wait possible reason lack patience Ms Diemont fact customer use mobile phone surge customer try centre reflection centre grow range task centre look mortgage agent responsible credit card insurance current account Ms Diemont Problems occur increase responsibility hand hand train survey find Dimension Data alarm development average induction time centre worker fall year day leave agent equip deal customer Ms Diemont warn scary good line Poor train frustrate centre worker customer result centre high churn rate nearly quarter worker throw towel year turn force company pay train new staff Resolution rate numb customer query resolve mutual satisfaction run query pass 2 3 person specialist manager rate rise good industry target resolution rate Suggestions outsource relocate centre low cost country South Africa blame wrong Ms Diemont big difference wait time resolution centre base Europe North America develope country world centre perform good management right process place company decide offshore operation drive cost consideration save money main consideration close domestic centre operation Half argue worker country offer skill money everybody believe outsource offshoring solution Nearly firm poll survey plan offshore centre key reason centre operation business core function worry risk abroad fear damage brand join offshoring drive survey conduct Sunovate behalf Dimension Data base depth questionnaire centre country continent experience centre happy listen Vivaldi Greensleeves want immediate response work centre train prepare job,0
20,021.txt,business,Rank et sell film unit Leisure group Rank unveil plan demerge film service unit sell medium business report claim Rank famous Carry series expose shake announcement result Friday Sunday report Advisors Goldman Sachs understand value demerged Deluxe Film unit report add Speculation possible shake mount Rank announce study possible demerger September Mike Smith appointment chief executive group focus business embark major cost cut programme dispose numb business include cinema chain studio leave group core division gaming Hard Rock Deluxe Films provide technical service studio Rank aim concentrate gaming bar hotel business include extend Hard Rock brand casino trial success Deluxe Media distribute DVDs video business little successful year profit turnover expert suggest success DVDs video attractive target private equity buyer spokesman firm refuse comment report result demerger study likely set unveil result Friday Analysts predict firm likely report slight drop annual pre tax profit year Formed firm lead film producer cinema owner year diversify range leisure activity mainly include hotel roadside service area holiday centre Grosvenor casino Mecca Bingo chain Hard Rock Cafes country,0
21,022.txt,business,Sluggish economy hit German job numb people work Europe large economy rise 10 straight month growth remain stubbornly slow German unemployment rise November million people workforce seasonally adjust rise small rise expect government measure encourage job creation begin effect official stagnant growth stifle job market clear sign revival domestic demand Frank Juergen Weise head Federal Labour Agency statement growth 3 quarter insufficient deliver positive momentum labour market High oil price soar euro damage competitiveness exporter negative effect brunt unemployment feel eastern rate unemployment stick million year government Chancellor Gerhard Schroeder job creation controversial package measure shake incentive work pay cut cherish benefit spark anger German worker Strikes numb industry notably country iconic carmakers demonstrate displeasure good fear far job loss outsource hold new initiative euro job unemployment benefit scheme formal launch January hirings position place affect unemployment statistic economist deterioration labour market doe come surprise Isabelle Kronawitter Hypovereinsbank Job creation measure probably prevent strong increase seasonally adjust number,0
22,023.txt,business,Mixed signal French economy French economy pick speed end official figure look set fall short government hope According state statistic body growth month December seasonally adjust ahead forecast confirm quarterly early leave GDP year short French government predict Despite apparent shortfall annual economic growth good quarterly figure flash estimate mark continue trend improve indicator health French economy government reiterate target European Central Bank positive noise nation eurozone Friday industrial output December release growth number good David Naude economist Deutsche Bank send positive signal rebind output open way continuation trend New Year Service sector activity improve January hit seven month high unemployment remain high,0
23,024.txt,business,trade gap hit record gap export import hit time high late figure Commerce Department trade deficit year previous record imbalance deficit large record single country monthly basis trade gap narrow December consumer appetite thing oil import car wine cheese reach record level year figure likely spark fresh criticism President economic policy Democrats claim administration clamp unfair foreign trade practice example believe currency policy manufacturer claim undervalue yuan rapidly expand economy unfair advantage competitor administration argue deficit reflect fact grow fast rate rest world spur demand import good economist allow upward revision economic growth 4 quarter point deficit reach astronomical proportion foreigner choose hold dollar denominate asset turn harm growth export rise trillion import rise fast new record trillion Foreign oil export surge record reflect rally global oil price increase domestic demand Imports affect dollar weakness year expect deficit continue widen dollar downward trend economist Marie Pierre Ripert IXIS,0
24,025.txt,business,lose bankruptcy battle judge dismiss attempt Russian oil giant gain bankruptcy protection file Chapter protection unsuccessful attempt halt auction division Russian authority court rule blow effort damage sale claim illegally sell Separately boss Mikhail begin testimony Friday trial fraud tax evasion Mr jail year plead guilty charge bring deny involvement criminal activity pride head year numb successful company help enterprise rise knee tell Russian court auction help pay unpaid taxis buy previously unknown group turn buy immediately state control oil company Texas Judge Letitia presence establish jurisdiction vast majority business financial activity continue occur Judge rule activity require continue participation Russian government argue court entitle declare bankrupt unit sell local bank account chief finance officer Bruce Misamore live claim seek help forum Russian court European Court Human Rights unfriendly offer little protection indicate case abide ruling court rule judge acknowledge appear likely agency Russian government act manner consider confiscatory United States law role simply decide jurisdiction court jurisdiction challenge Deutsche Bank unit Russian gas monopoly merge Analysts ability trade freely overseas stifle ownership remain unclear consider option light rule claim court argument key issue believe merit case strong simple chief executive Steven Theede asset illegally seize want damage pay,0
25,026.txt,business,Safety alert recall car world big carmaker General Motors recall nearly vehicle safety ground accord federal regulator National Highway Traffic Safety Administration NHTSA large recall involve pickup van sport utility vehicle SUVs possible malfunction brake system affect vehicle product recall model year vehicle potential fault Chevrolet Avalanche Express Kodiak Silverade Suburban Savana Sierra Yukon NHTSA pressure accumulator brake system crack normal drive fragment injure people hood open allow hydraulic fluid leak hard brake steer cause crash warn recall Cadillac XLR coupe SRX SUVs Pontiac Grand Prix sedan model year accelerator pedal work properly extremely cold temperature require brake addition car giant Raniers Chevrolet Trailblazers Envoys Isuzu Ascenders model year windshield properly fit fall crash stress know injury relate problem News recall follow announcement month expect earnings year low world big car maker grapple loss European business weak sale product recall January high healthcare cost North America low profit financial service subsidiary hurt performance,0
26,027.txt,business,Steel firm cut job Steel world large steel producer cut job year chief executive base company complete acquisition firm month large global firm kind Lakshmi tell investor combine company shed thousand job Indian bear magnate job loss fall Mr tell investor acquisition International Steel Group complete company aim reduce workforce annually workforce trim staff invest modernisation employee Mr tell conference Chicago Steel form year Mr LNM Holdings merge Dutch firm combination Steel annual sale euro production capacity million tonne Steel spokeman decision job cut try create sustainable steel industry want invest new technology spokesman Steel operation country business particularly eastern Europe previously state huge workforce employ staff large operation Romania Czech Republic South Africa United States,0
27,028.txt,business,Strong demand trigger oil rally Crude oil price surge barrel mark Thursday energy market watchdog raise forecast global demand International Energy Agency warn demand crude ﻿1 quarter outstrip supply raise estimate oil demand growth barrel day million barrel day light crude rise crude gain base watchdog advise industrialize nation energy policy upward revision strong demand Asian country fresh rally crude price follow gain Wednesday trigger large fall crude supply follow cold spell North America January Department Energy report crude stockpile fall barrel ongoing problem beleaguer Russian oil giant prompt revise output estimate major non supplier think price begin set new range look level energy analyst Orin Middleton Barclays Capital,0
28,029.txt,business,firm face Venezuelan land row Venezuelan authority seize land British company President agrarian reform programme Officials state Friday farmland subsidiary Vestey Group use settle poor farmer government crack latifundios large rural estate lie idle Vestey Group inform plan seizure firm subsidiary operate farm insist comply fully Venezuelan law Prosecutors south country target Hato El Charcote beef cattle ranch According plan seize acre hectare acre hectare farm Officials claim doe possess valid document prove ownership land question allege area ranch use form active production legal boundary match actual boundary surplus state prosecutor Alexis Ortiz tell consequence government action Controversial reform pass government right control private property declare idle ownership trace Critics power President argue need help country poor citizen develop Venezuelan economy trample private property right Vestey Group land co operate fully authority spokesman add absolutely confident submit demonstrate legality title land company point farm employ worker provide meat solely Venezuelan market month government identify idle farm consider status far authority landowner title order farm productive fear President Venezuelan government steadily expand state involvement country economy recently contract involve foreign firm examine ensure provide sufficient economic benefit state,0
29,030.txt,business,Soaring oil hit world economy soar cost oil hit global economic growth world major economy weather storm price rise accord late bi annual report cut growth prediction world main industrialise region growth reach fall year previous estimate Paris base economics think tank believe global economy regain momentum Forecasts Japanese growth scale year outlook wrong member eurozone bloc sluggish growth forecast slip year Overall report forecast total growth member country slip year recover nonetheless good reason believe despite recent oil price turbulence world economy regain momentum distant future Jean Philippe Cotis chief economist price crude high start record high set late October dip oil price improve job prospect improve consumer confidence spend oil shock enormous historical standard wrong seventy oil price doe rise far think shock absorb quarter Vincent Koen senior economist tell BBC World Business Report recovery underway interrupt bite oil shock year regain momentum course boom economy spectacular comeback albeit falter recent month help world economic recovery Supported strong balance sheet high profit recovery business investment continue North America start earnest Europe add report warn remain continental Europe play strong supportive role mark upswing final domestic demand highlight current depress household expenditure eurozone reliance export lead growth,0
30,031.txt,business,Irish market reach time high Irish share rise record high investor persuade buy market low inflation strong growth forecast index lead share close point Thursday fuel strong growth bank financial stock fall rate inflation January fresh boost share advance month economy set strong growth interest rate remain low big company market value hit recent high Thursday Allied Irish Banks big company capitalisation touch year peak Bank share rise high level August firm recently reveal enter Irish mobile phone market hit yearly high Analysts economic condition benign Irish share trade discount European market tick box far international investor concern Roy Asher chief investment officer Hibernian Investment Managers tell Buoyant economic condition set continue year Irish equity continue offer quality growth reasonable valuation Bernard McAlinden head equity research NCB Stockbrokers equity represent good value compare investment look good tell good economic datum benefit financial stock economic miracle enjoy 2 wind growth forecast economy cool markedly enjoy spectacular growth bounce strongly growth expect,0
31,032.txt,business,Japanese bank battle end Japan Mitsui Financial withdraw takeover offer rival bank Holdings enable merge Tokyo boss tell counterpart decision Friday clear way conclude trillion yen deal deal create world big bank asset trillion yen trillion exit end high profile fight Japanese bank history Holdings Japan 4 large bank centre fierce bid battle year Japan 3 large bank table high offer rival value company management know prefer offer Tokyo Financial Group MTFG Japan 2 large bank Concerns raise ability absorb admit defeat believe market investor accept MTFG merger statement Given ongoing integration MTFG operation persist proposal interest shareholder takeover Japan large takeover deal approve shareholder firm expect formality turn attention deepen tie Daiwa Securities Japanese financial firm set merge venture capital operation speculation lead blow merger Japanese bank increasingly seek alliance boost profit,0
32,033.txt,business,Rich grab half poor fund Half money aside Colombian government help country poor benefit people need study find total trillion peso earmark subsidy poor government department plan find trillion peso rich population need Sound distribution cash cut poverty level government believe Resources reduce poverty need tax reform distribution deputy plan director Jose population million half live poverty line large property pay little tax situate inside poor area benefit cheap utility electricity water government research find Government expenditure area pension public service education property health revise Mr add government examine report warn easy solution problem good distribution subsidy economic growth poverty fall low,0
33,034.txt,business,deal cost job job plant cut investment firm Chinese car maker ahead Financial Times report Shanghai Automotive Industry Corp plan shift production China export source close negotiation tell FT tell BBC News report job cut speculation tie chance save plant push Chancellor Gordon Brown confirm tie place far away time boss confident investment deal sign March early April TransportGeneral Worker Union general secretary Tony Woodley repeat view Friday merger lead job cut investment new model need ensure future plant crucial delicate time effort target secure new model company mean job people money pay owner accuse union award exorbitant salary FT report extremely concern ensure money use invest business distribute shareholder newspaper quote source close Chinese firm accord Chinese state press report small state carmaker Nanjing Auto negotiation stake joint venture unavailable comment job cut contact BBC News sign technology share agreement August,0
34,035.txt,business,Ad firm profit surge advertise giant post large expect annual profit predict outperform market Pre tax profit rise year ago reach ahead average analyst forecast Revenues firm operate margin reach year buy rival Grey Global create giant big rival sector leader Chief Executive Martin Sorrell Friday tell news agency submit proposal United Business Media NOP World market research unit Analysts unit sell sell recent year buy firm OgilvyMather Cordiant Communications include firm YoungRubicam J Walter Thompson Events Olympic help boost profit company Congressional election FIFA World Cup likely present advertise opportunity near future long term outlook look favourable medium technology development strength economy,0
35,036.txt,business,foreign firm extra time Foreign firm extra year meet tough new corporate governance regulation impose stock market watchdog Securities Exchange Commission extend deadline line rule July foreign firm protest impose unfair burden new rule result Sarbanes Oxley Act clean corporate scandal Enron Worldcom Section Sox Act legislation nickname firm certify financial report line rule Big firm meet requirement small foreign base firm list share stock market originally middle year past month delegation European business leader head Washington DC headquarter protest burden expensive timescale short particularly warn company choose let listing drop line section late delegation meet official Wednesday decision relax deadline announce think signify change heart director general Sir Digby Jones tell Today programme listen overseas company remind globalisation mean rule isolation consideration fact foreign company work meet onerous financial report rule home country European Union particular impose new international financial report standard note underestimate effort compliance require extension provide additional time issuer good hard look internal control Donald Nicolaisen chief accountant,0
36,037.txt,business,Japanese mogul arrest fraud know businessman arrest Thursday charge falsify shareholder information sell share base false datum Yoshiaki rank world rich man run business span hotel railway construction baseball team late series arrest executive business scandal away van outside Prince hotel time Mr untouchable Inheriting large property business father powerful industrialist close connection country lead politician use wealth influence bring Winter Olympic Games Nagano year force resign post hold business empire accuse falsify share ownership structure Seibu Railways company Japanese stock market rule list company large shareholder Mr face criminal charge possibility prison sentence look big shareholder little Seibu Railways delist stock exchange share value plunge target takeover bid Mr fall grace follow arrest executive authority try curb murky business practice widespread Japanese company determination stay cost root childhood illegitimate 3 son rich father money buy property rebuild World War II describe demand father feel enormous pressure dine pain tell weekly magazine scold pour soy sauce tell fruit child let use silk futon luxury corporate governance issue Japanese company year manager Mitsubishi Motors charge cover safety defect vehicle executive trouble bank charge conceal extent bank bad loan,0
37,038.txt,business,Deutsche Telekom mobile gain German telecom firm Deutsche Telekom strong 4 quarter profit upbeat mobile earnings expect asset sale Net profit come euro dramatic change loss euro Sales rise euro Sales stake firm include OAO Mobile Telesystems raise euro expect help bring debt euro year ago debt euro high Mobile USA company American mobile business strong contribution profit seminal achievement cut debt low head room invest growth Hannes Wittig telecom analyst Dresdner Kleinwort Wasserstein company resume pay dividend year focus cut debt,0
38,039.txt,business,Chinese wine tempt Italy Italy Saronno agree buy large wine maker statement stock exchange pay government approve deal Italian liqueur maker acquire share State Asset Management Bureau Chinese wine sale grow Agriculture Department wine sale encourage state company sell share foreign investor Anheuser Busch Heineken ScottishNewcastle invest Chinese beer industry year Saronno bet Chinese wine market State Asset Management Bureau government agency north eastern city state agency sell stake overseas company remain retain city government consumption wine low litre caput Agriculture Department compare litre litre litre,0
39,040.txt,business,profit lift Euro sportswear firm post rise annual profit sale replica football kit boost Euro tournament Pre tax profit recently lose sponsorship deal Celtic Thursday sign new year agreement Scottish club Rangers hope sale benefit launch new replica shirt ahead World Cup January announce sponsorship agreement lucrative right replica shirt end year early expect firm receive payment appraise numb additional investment opportunity result compensationChief executive Peter McGuigan firm plan grow sale internationally firm report ﻿1 annual result list London Stock Exchange June market sale growth year launch Evolution X fashion range boost sale supply team world include national Sweden Norway Shares penny morning trade,0
40,041.txt,business,chief warn deficit Federal Reserve chairman Alan warn allow huge budget deficit continue severe consequence Speaking House Budget Committee urge action cut deficit increase taxis economy grow reasonably good pace warn budget concern cloud economic outlook Pension healthcare cost pose great risk economy government program face severe financial strain come decade massive baby boom generation retire fear commit physical resource baby boom generation retirement year economy capacity deliver exist promise need change change soon late Mr warn nation unprecedented rise productivity retirement health programme need significant change cut promise benefit retiree promise benefit soon retire baby boom generation large government afford narrow deficit gap raise taxis pose significant risk economy dampen growth spend add urge reinstate lapse rule require tax cut spend offset budget effort prevent head far red Despite dire warning Mr offer good news short term growth gather steam income rise lead narrow deficit Recent increase defence homeland security spend expect continue indefinitely cut cost President George W Bush come office federal budget swing record surplus record deficit year,0
41,042.txt,business,Coal plunge deep loss Shares Coal fall group report loss deepen big coal producer blame geological problem industrial action operate flaw deep worsen fortune South company lead new chief executive Gerry Spindler hope return profit early trade Thursday share penny Coal significant progress shake business introduce new wage structure new daily maintenance regime machinery method continue adverse condition company action significantly uplift earnings expect transitional year return profitability recent rise coal price fail benefit company output sell Total production cost gigajoule Coal average sell price gigajoule long journey ahead fix issue continue progress great stride Mr Spindler Coal operate deep surface Derbyshire Leicestershire West Northumberland,0
