,file_name,category,content3,target
13,014.txt,business,newspaper axe job daily sunday newspaper axe journalist job editorial staff group cut need fund investment new print facility journalists firm meet friday afternoon discuss react surprise announcement cut come background fierce competition reader sluggish advertise revenue amid competition online advertise national union journalists management recall notice redundancy midday monday face strike ballot pearson financial times week offer voluntary redundancy reporter national union journalists stand strongly journalist rule strike managers tear agree procedure kick staff tooth sack people pay print facility jeremy dear general secretary official barry company ignore day consultation period require company plan redundancy complete disregard consultative right member mr add company plan observe consultation procedure title currently employ journalist broadsheet newspaper especially tabloid format suffer circulation decline hit revenue announce plan tabloid independent times circulation rise shrink size guardian hedge bet plan large tabloid format popular continental europe group buy twin frederick david year previously lord conrad black hollinger international brother currently mull sale business retailer littlewoods executive murdoch maclennan newspaper add colour page come month journalists lifeblood newspaper maintain quality daily sunday reader vital action improve production capability secure title competition vital newspaper invest new print machinery enable print colour page case colour page hope boost colour publication attractive advertiser reader alike recent month news corp news international unit publish sun news world guardian media group trinity mirror daily mailgeneral trust announce substantial investment new print plant,0
14,015.txt,business,passenger win new right passenger unable board flight overbook cancellation flight delay demand great compensation new rule set compensation euro euro depend length flight new rule apply schedule charter flight include budget airline airlines attack legislation force push price high cover extra cost european commission face legal challenge european low fare airlines association elaa international transport association attack package bad piece legislation previously passenger claim euro euro stop board schedule flight operator oblige offer compensation case overbook offer compensation flight cancellation decide increase passenger compensation bid deter airline deliberately overbook flight overbooking lead bump passenger late flight happen passenger airline offer compensation addition flight cancel delay hour fault airline passenger pay compensation airline offer compensation flight cancel delay extraordinary circumstance airlines fear extraordinary circumstance include bad weather security alert strike event outside control base airline operator flight adhere new compensation regime come force thursday low cost airline criticise new compensation level argue pay worth ticket preposterous piece legislation airline fight deputy chief executive michael cawley tell radio today programme european regions airline association claim airline consumer consult change andy director air transport advice mislead customer lead believe airline liable payout flight delay bad weather spokeswoman marja quillinan meiland concede grey area big airline case dispute national enforcement body decide passenger case new technology mean easy airline land bad weather add mr warn airline comply new rule extra cost pass passenger reckon cost european air passenger airline airline money pay passenger euro year load european passenger mr basically transfer money passenger journey disrupt passenger journey disrupt wednesday jacques barrot vice president european commission commissioner transport change necessary boom air travel need accompany proper protection passenger right concrete example union benefit people daily live add launch information campaign airport travel agency inform airline passenger new right,0
15,016.txt,business,tight rein credit effort stop economy overheat clamp credit continue state medium report curb introduce early year ward risk rapid expansion lead soar price fear stress place fragile bank system growth remain breakneck corporate investment grow year breakneck pace economic expansion growth year tool manufacture sector mean massive demand energy factor world oil price sky high year theory government growth target continue insist overshoot doe mean hard land shape overbalance economy low exchange rate yuan peg rate dollar relentless decline mean chinese export cheap world market far resist international pressure break link little shift level peg extent credit control effect industrial output grow year october february inflation slow retail sale boom,0
16,017.txt,business,boast double profit italian food group centre europe painful corporate scandal report double profit pre tax earnings 4 quarter euro period welcome news firm fine euro violate takeover rule year ago firm seek bankruptcy protection december disclose euro hole account overall company debt close euro fall slowly brand good know overseas continue perform strongly barely lose revenue scandal break crucial factor company future legal unwind intensely complex financial position tuesday company administrator turnaround expert enrico sue morgan stanley banker return euro relate bond deal bring numb bank mr sue mass legal action bring euro company sue auditor financial advisor damage criminal case company management proceed separately,0
17,018.txt,business,rupee hit year high rupee hit year high standardpoor sp raise country foreign currency rate rupee climb dollar thursday close currency gain past session sp rate borrower creditworthiness lift rate notch bb indian asset little gamble cash expect flow market buoy rupee upgrade positive basically people use excuse come bhanu baweja strategist ubs money ﻿1 week january market upgrade lead reversal foreign currency rate notch investment grade start bbb increase level el salvador level,0
18,019.txt,business,widen access telecom raise limit foreign direct investment telecom company minister dayanidhi need fund fast grow mobile market government hope increase numb mobile user million million need little investment come foreign direct investment mr decision raise limit foreign investor face considerable opposition communist party crucial support coalition head prime minister manmohan singh potential foreign investor need government approval increase stake mr key position chief executive chief technology officer chief financial officer hold indian add analysts investor welcome government decision positive development carrier investment community look long term view huge growth indian telecom market principal analyst kobita desai fdi relaxation couple rapid local market growth ignite interest indian telecommunication industry add ernst young sanjay mehta investment bank morgan stanley forecast mobile market likely grow year indian mobile market currently dominate company bharti televentures ally singapore telecom essar link hong kong base hutchison whampoa sterling group group,0
19,020.txt,business,centre user lose patience customers try centre impatient quick hang survey suggest past welcome message caller average hang second listen music drop patience come numb centre grow rate year customers use idea available society cara diemont it firm dimension data commission survey centre sharp increase customer simply abandon record year automate phone message system equation customer pick way multiple option message numb abandon high 6 caller wait possible reason lack patience ms diemont fact customer use mobile phone surge customer try centre reflection centre grow range task centre look mortgage agent responsible credit card insurance current account ms diemont problems occur increase responsibility hand hand train survey find dimension data alarm development average induction time centre worker fall year day leave agent equip deal customer ms diemont warn scary good line poor train frustrate centre worker customer result centre high churn rate nearly quarter worker throw towel year turn force company pay train new staff resolution rate numb customer query resolve mutual satisfaction run query pass 2 3 person specialist manager rate rise good industry target resolution rate suggestions outsource relocate centre low cost country south africa blame wrong ms diemont big difference wait time resolution centre base europe north america develope country world centre perform good management right process place company decide offshore operation drive cost consideration save money main consideration close domestic centre operation half argue worker country offer skill money everybody believe outsource offshoring solution nearly firm poll survey plan offshore centre key reason centre operation business core function worry risk abroad fear damage brand join offshoring drive survey conduct sunovate behalf dimension data base depth questionnaire centre country continent experience centre happy listen vivaldi greensleeves want immediate response work centre train prepare job,0
20,021.txt,business,rank et sell film unit leisure group rank unveil plan demerge film service unit sell medium business report claim rank famous carry series expose shake announcement result friday sunday report advisors goldman sachs understand value demerged deluxe film unit report add speculation possible shake mount rank announce study possible demerger september mike smith appointment chief executive group focus business embark major cost cut programme dispose numb business include cinema chain studio leave group core division gaming hard rock deluxe films provide technical service studio rank aim concentrate gaming bar hotel business include extend hard rock brand casino trial success deluxe media distribute dvds video business little successful year profit turnover expert suggest success dvds video attractive target private equity buyer spokesman firm refuse comment report result demerger study likely set unveil result friday analysts predict firm likely report slight drop annual pre tax profit year formed firm lead film producer cinema owner year diversify range leisure activity mainly include hotel roadside service area holiday centre grosvenor casino mecca bingo chain hard rock cafes country,0
21,022.txt,business,sluggish economy hit german job numb people work europe large economy rise 10 straight month growth remain stubbornly slow german unemployment rise november million people workforce seasonally adjust rise small rise expect government measure encourage job creation begin effect official stagnant growth stifle job market clear sign revival domestic demand frank juergen weise head federal labour agency statement growth 3 quarter insufficient deliver positive momentum labour market high oil price soar euro damage competitiveness exporter negative effect brunt unemployment feel eastern rate unemployment stick million year government chancellor gerhard schroeder job creation controversial package measure shake incentive work pay cut cherish benefit spark anger german worker strikes numb industry notably country iconic carmakers demonstrate displeasure good fear far job loss outsource hold new initiative euro job unemployment benefit scheme formal launch january hirings position place affect unemployment statistic economist deterioration labour market doe come surprise isabelle kronawitter hypovereinsbank job creation measure probably prevent strong increase seasonally adjust number,0
22,023.txt,business,mixed signal french economy french economy pick speed end official figure look set fall short government hope according state statistic body growth month december seasonally adjust ahead forecast confirm quarterly early leave gdp year short french government predict despite apparent shortfall annual economic growth good quarterly figure flash estimate mark continue trend improve indicator health french economy government reiterate target european central bank positive noise nation eurozone friday industrial output december release growth number good david naude economist deutsche bank send positive signal rebind output open way continuation trend new year service sector activity improve january hit seven month high unemployment remain high,0
23,024.txt,business,trade gap hit record gap export import hit time high late figure commerce department trade deficit year previous record imbalance deficit large record single country monthly basis trade gap narrow december consumer appetite thing oil import car wine cheese reach record level year figure likely spark fresh criticism president economic policy democrats claim administration clamp unfair foreign trade practice example believe currency policy manufacturer claim undervalue yuan rapidly expand economy unfair advantage competitor administration argue deficit reflect fact grow fast rate rest world spur demand import good economist allow upward revision economic growth 4 quarter point deficit reach astronomical proportion foreigner choose hold dollar denominate asset turn harm growth export rise trillion import rise fast new record trillion foreign oil export surge record reflect rally global oil price increase domestic demand imports affect dollar weakness year expect deficit continue widen dollar downward trend economist marie pierre ripert ixis,0
24,025.txt,business,lose bankruptcy battle judge dismiss attempt russian oil giant gain bankruptcy protection file chapter protection unsuccessful attempt halt auction division russian authority court rule blow effort damage sale claim illegally sell separately boss mikhail begin testimony friday trial fraud tax evasion mr jail year plead guilty charge bring deny involvement criminal activity pride head year numb successful company help enterprise rise knee tell russian court auction help pay unpaid taxis buy previously unknown group turn buy immediately state control oil company texas judge letitia presence establish jurisdiction vast majority business financial activity continue occur judge rule activity require continue participation russian government argue court entitle declare bankrupt unit sell local bank account chief finance officer bruce misamore live claim seek help forum russian court european court human rights unfriendly offer little protection indicate case abide ruling court rule judge acknowledge appear likely agency russian government act manner consider confiscatory united states law role simply decide jurisdiction court jurisdiction challenge deutsche bank unit russian gas monopoly merge analysts ability trade freely overseas stifle ownership remain unclear consider option light rule claim court argument key issue believe merit case strong simple chief executive steven theede asset illegally seize want damage pay,0
25,026.txt,business,safety alert recall car world big carmaker general motors recall nearly vehicle safety ground accord federal regulator national highway traffic safety administration nhtsa large recall involve pickup van sport utility vehicle suvs possible malfunction brake system affect vehicle product recall model year vehicle potential fault chevrolet avalanche express kodiak silverade suburban savana sierra yukon nhtsa pressure accumulator brake system crack normal drive fragment injure people hood open allow hydraulic fluid leak hard brake steer cause crash warn recall cadillac xlr coupe srx suvs pontiac grand prix sedan model year accelerator pedal work properly extremely cold temperature require brake addition car giant raniers chevrolet trailblazers envoys isuzu ascenders model year windshield properly fit fall crash stress know injury relate problem news recall follow announcement month expect earnings year low world big car maker grapple loss european business weak sale product recall january high healthcare cost north america low profit financial service subsidiary hurt performance,0
26,027.txt,business,steel firm cut job steel world large steel producer cut job year chief executive base company complete acquisition firm month large global firm kind lakshmi tell investor combine company shed thousand job indian bear magnate job loss fall mr tell investor acquisition international steel group complete company aim reduce workforce annually workforce trim staff invest modernisation employee mr tell conference chicago steel form year mr lnm holdings merge dutch firm combination steel annual sale euro production capacity million tonne steel spokeman decision job cut try create sustainable steel industry want invest new technology spokesman steel operation country business particularly eastern europe previously state huge workforce employ staff large operation romania czech republic south africa united states,0
27,028.txt,business,strong demand trigger oil rally crude oil price surge barrel mark thursday energy market watchdog raise forecast global demand international energy agency warn demand crude ﻿1 quarter outstrip supply raise estimate oil demand growth barrel day million barrel day light crude rise crude gain base watchdog advise industrialize nation energy policy upward revision strong demand asian country fresh rally crude price follow gain wednesday trigger large fall crude supply follow cold spell north america january department energy report crude stockpile fall barrel ongoing problem beleaguer russian oil giant prompt revise output estimate major non supplier think price begin set new range look level energy analyst orin middleton barclays capital,0
28,029.txt,business,firm face venezuelan land row venezuelan authority seize land british company president agrarian reform programme officials state friday farmland subsidiary vestey group use settle poor farmer government crack latifundios large rural estate lie idle vestey group inform plan seizure firm subsidiary operate farm insist comply fully venezuelan law prosecutors south country target hato el charcote beef cattle ranch according plan seize acre hectare acre hectare farm officials claim doe possess valid document prove ownership land question allege area ranch use form active production legal boundary match actual boundary surplus state prosecutor alexis ortiz tell consequence government action controversial reform pass government right control private property declare idle ownership trace critics power president argue need help country poor citizen develop venezuelan economy trample private property right vestey group land co operate fully authority spokesman add absolutely confident submit demonstrate legality title land company point farm employ worker provide meat solely venezuelan market month government identify idle farm consider status far authority landowner title order farm productive fear president venezuelan government steadily expand state involvement country economy recently contract involve foreign firm examine ensure provide sufficient economic benefit state,0
29,030.txt,business,soaring oil hit world economy soar cost oil hit global economic growth world major economy weather storm price rise accord late bi annual report cut growth prediction world main industrialise region growth reach fall year previous estimate paris base economics think tank believe global economy regain momentum forecasts japanese growth scale year outlook wrong member eurozone bloc sluggish growth forecast slip year overall report forecast total growth member country slip year recover nonetheless good reason believe despite recent oil price turbulence world economy regain momentum distant future jean philippe cotis chief economist price crude high start record high set late october dip oil price improve job prospect improve consumer confidence spend oil shock enormous historical standard wrong seventy oil price doe rise far think shock absorb quarter vincent koen senior economist tell bbc world business report recovery underway interrupt bite oil shock year regain momentum course boom economy spectacular comeback albeit falter recent month help world economic recovery supported strong balance sheet high profit recovery business investment continue north america start earnest europe add report warn remain continental europe play strong supportive role mark upswing final domestic demand highlight current depress household expenditure eurozone reliance export lead growth,0
30,031.txt,business,irish market reach time high irish share rise record high investor persuade buy market low inflation strong growth forecast index lead share close point thursday fuel strong growth bank financial stock fall rate inflation january fresh boost share advance month economy set strong growth interest rate remain low big company market value hit recent high thursday allied irish banks big company capitalisation touch year peak bank share rise high level august firm recently reveal enter irish mobile phone market hit yearly high analysts economic condition benign irish share trade discount european market tick box far international investor concern roy asher chief investment officer hibernian investment managers tell buoyant economic condition set continue year irish equity continue offer quality growth reasonable valuation bernard mcalinden head equity research ncb stockbrokers equity represent good value compare investment look good tell good economic datum benefit financial stock economic miracle enjoy 2 wind growth forecast economy cool markedly enjoy spectacular growth bounce strongly growth expect,0
31,032.txt,business,japanese bank battle end japan mitsui financial withdraw takeover offer rival bank holdings enable merge tokyo boss tell counterpart decision friday clear way conclude trillion yen deal deal create world big bank asset trillion yen trillion exit end high profile fight japanese bank history holdings japan 4 large bank centre fierce bid battle year japan 3 large bank table high offer rival value company management know prefer offer tokyo financial group mtfg japan 2 large bank concerns raise ability absorb admit defeat believe market investor accept mtfg merger statement given ongoing integration mtfg operation persist proposal interest shareholder takeover japan large takeover deal approve shareholder firm expect formality turn attention deepen tie daiwa securities japanese financial firm set merge venture capital operation speculation lead blow merger japanese bank increasingly seek alliance boost profit,0
32,033.txt,business,rich grab half poor fund half money aside colombian government help country poor benefit people need study find total trillion peso earmark subsidy poor government department plan find trillion peso rich population need sound distribution cash cut poverty level government believe resources reduce poverty need tax reform distribution deputy plan director jose population million half live poverty line large property pay little tax situate inside poor area benefit cheap utility electricity water government research find government expenditure area pension public service education property health revise mr add government examine report warn easy solution problem good distribution subsidy economic growth poverty fall low,0
33,034.txt,business,deal cost job job plant cut investment firm chinese car maker ahead financial times report shanghai automotive industry corp plan shift production china export source close negotiation tell ft tell bbc news report job cut speculation tie chance save plant push chancellor gordon brown confirm tie place far away time boss confident investment deal sign march early april transportgeneral worker union general secretary tony woodley repeat view friday merger lead job cut investment new model need ensure future plant crucial delicate time effort target secure new model company mean job people money pay owner accuse union award exorbitant salary ft report extremely concern ensure money use invest business distribute shareholder newspaper quote source close chinese firm accord chinese state press report small state carmaker nanjing auto negotiation stake joint venture unavailable comment job cut contact bbc news sign technology share agreement august,0
34,035.txt,business,ad firm profit surge advertise giant post large expect annual profit predict outperform market pre tax profit rise year ago reach ahead average analyst forecast revenues firm operate margin reach year buy rival grey global create giant big rival sector leader chief executive martin sorrell friday tell news agency submit proposal united business media nop world market research unit analysts unit sell sell recent year buy firm ogilvymather cordiant communications include firm youngrubicam j walter thompson events olympic help boost profit company congressional election fifa world cup likely present advertise opportunity near future long term outlook look favourable medium technology development strength economy,0
35,036.txt,business,foreign firm extra time foreign firm extra year meet tough new corporate governance regulation impose stock market watchdog securities exchange commission extend deadline line rule july foreign firm protest impose unfair burden new rule result sarbanes oxley act clean corporate scandal enron worldcom section sox act legislation nickname firm certify financial report line rule big firm meet requirement small foreign base firm list share stock market originally middle year past month delegation european business leader head washington dc headquarter protest burden expensive timescale short particularly warn company choose let listing drop line section late delegation meet official wednesday decision relax deadline announce think signify change heart director general sir digby jones tell today programme listen overseas company remind globalisation mean rule isolation consideration fact foreign company work meet onerous financial report rule home country european union particular impose new international financial report standard note underestimate effort compliance require extension provide additional time issuer good hard look internal control donald nicolaisen chief accountant,0
36,037.txt,business,japanese mogul arrest fraud know businessman arrest thursday charge falsify shareholder information sell share base false datum yoshiaki rank world rich man run business span hotel railway construction baseball team late series arrest executive business scandal away van outside prince hotel time mr untouchable inheriting large property business father powerful industrialist close connection country lead politician use wealth influence bring winter olympic games nagano year force resign post hold business empire accuse falsify share ownership structure seibu railways company japanese stock market rule list company large shareholder mr face criminal charge possibility prison sentence look big shareholder little seibu railways delist stock exchange share value plunge target takeover bid mr fall grace follow arrest executive authority try curb murky business practice widespread japanese company determination stay cost root childhood illegitimate 3 son rich father money buy property rebuild world war ii describe demand father feel enormous pressure dine pain tell weekly magazine scold pour soy sauce tell fruit child let use silk futon luxury corporate governance issue japanese company year manager mitsubishi motors charge cover safety defect vehicle executive trouble bank charge conceal extent bank bad loan,0
37,038.txt,business,deutsche telekom mobile gain german telecom firm deutsche telekom strong 4 quarter profit upbeat mobile earnings expect asset sale net profit come euro dramatic change loss euro sales rise euro sales stake firm include oao mobile telesystems raise euro expect help bring debt euro year ago debt euro high mobile usa company american mobile business strong contribution profit seminal achievement cut debt low head room invest growth hannes wittig telecom analyst dresdner kleinwort wasserstein company resume pay dividend year focus cut debt,0
38,039.txt,business,chinese wine tempt italy italy saronno agree buy large wine maker statement stock exchange pay government approve deal italian liqueur maker acquire share state asset management bureau chinese wine sale grow agriculture department wine sale encourage state company sell share foreign investor anheuser busch heineken scottishnewcastle invest chinese beer industry year saronno bet chinese wine market state asset management bureau government agency north eastern city state agency sell stake overseas company remain retain city government consumption wine low litre caput agriculture department compare litre litre litre,0
39,040.txt,business,profit lift euro sportswear firm post rise annual profit sale replica football kit boost euro tournament pre tax profit recently lose sponsorship deal celtic thursday sign new year agreement scottish club rangers hope sale benefit launch new replica shirt ahead world cup january announce sponsorship agreement lucrative right replica shirt end year early expect firm receive payment appraise numb additional investment opportunity result compensationchief executive peter mcguigan firm plan grow sale internationally firm report ﻿1 annual result list london stock exchange june market sale growth year launch evolution x fashion range boost sale supply team world include national sweden norway shares penny morning trade,0
40,041.txt,business,chief warn deficit federal reserve chairman alan warn allow huge budget deficit continue severe consequence speaking house budget committee urge action cut deficit increase taxis economy grow reasonably good pace warn budget concern cloud economic outlook pension healthcare cost pose great risk economy government program face severe financial strain come decade massive baby boom generation retire fear commit physical resource baby boom generation retirement year economy capacity deliver exist promise need change change soon late mr warn nation unprecedented rise productivity retirement health programme need significant change cut promise benefit retiree promise benefit soon retire baby boom generation large government afford narrow deficit gap raise taxis pose significant risk economy dampen growth spend add urge reinstate lapse rule require tax cut spend offset budget effort prevent head far red despite dire warning mr offer good news short term growth gather steam income rise lead narrow deficit recent increase defence homeland security spend expect continue indefinitely cut cost president george w bush come office federal budget swing record surplus record deficit year,0
41,042.txt,business,coal plunge deep loss shares coal fall group report loss deepen big coal producer blame geological problem industrial action operate flaw deep worsen fortune south company lead new chief executive gerry spindler hope return profit early trade thursday share penny coal significant progress shake business introduce new wage structure new daily maintenance regime machinery method continue adverse condition company action significantly uplift earnings expect transitional year return profitability recent rise coal price fail benefit company output sell total production cost gigajoule coal average sell price gigajoule long journey ahead fix issue continue progress great stride mr spindler coal operate deep surface derbyshire leicestershire west northumberland,0
42,043.txt,business,saudi ministry employ woman women employ saudi arabia foreign ministry ﻿1 time year foreign minister prince saud al faisal report come conservative country inch open door work woman year crown prince abdullah de facto ruler tell government department plan place employ woman progress slow report country earlier week local arab news labour minister ghazi al gosaibi cause uproar ministry difficulty hire woman demand segregate office newspaper saudi woman find explanation pitiful excuse employ woman women half graduate saudi university workforce educational reform create new generation highly educate professionally train saudi woman acquire rightful position saudi society arab news quote prince saud proud mention year woman work ministry foreign affairs ﻿1 time,0
